Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Greg Olsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.6,6.2,76.8,12.39,0.4,0.0,9
Delanie Walker,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,8.00,0.0,7.5,4.8,55.6,11.58,0.6,0.0,8
Rob Gronkowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.9,3.6,51.9,14.42,0.4,0.0,7
Zach Ertz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.3,5.6,51.7,9.23,0.3,0.0,6
Jordan Reed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.5,5.2,40.9,7.87,0.4,0.1,6
Eric Ebron,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.00,0.0,6.1,4.2,51.4,12.24,0.2,0.0,6
Kyle Rudolph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.3,4.1,38.2,9.32,0.5,0.0,6
Jimmy Graham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5,3.4,40.5,11.91,0.4,0.2,6
Tyler Eifert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.9,3.9,42.2,10.82,0.3,0.0,5
Zach Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.3,4.5,30.8,6.84,0.4,0.0,5
Hunter Henry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.1,2.7,35.2,13.04,0.4,0.1,5
Travis Kelce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.00,0.0,6.9,4.5,49.5,11.00,0.2,0.1,5
Martellus Bennett,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,4.00,0.0,5.1,4.2,37.1,8.83,0.3,0.0,4
Tyler Higbee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.2,1.9,20.5,10.79,0.4,0.0,4
Charles Clay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.8,3.8,36.9,9.71,0.2,0.0,4
Coby Fleener,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.00,0.0,5.1,3.3,39.8,12.06,0.2,0.0,4
Jason Witten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5,3.5,31.6,9.03,0.2,0.1,4
Jared Cook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.4,3.0,34.4,11.47,0.2,0.1,4
Vance McDonald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.2,2.0,24.8,12.40,0.3,0.0,3
Cameron Brate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.1,2.3,26.5,11.52,0.3,0.0,3
Austin Hooper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.9,2.8,29.9,10.68,0.3,0.0,3
Dwayne Allen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.1,2.2,25.5,11.59,0.3,0.0,3
Gary Barnidge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.3,3.7,36.4,9.84,0.1,0.0,3
Antonio Gates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.6,2.7,29.9,11.07,0.3,0.1,3
Julius Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.4,2.1,23.2,11.05,0.2,0.0,3
C.J. Fiedorowicz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.5,2.9,28.9,9.97,0.2,0.0,3
Jack Doyle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.3,3.0,26.1,8.70,0.2,0.1,3
Dominique Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.5,1.8,18.9,10.50,0.3,0.0,2
Will Tye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.8,2.6,22.5,8.65,0.1,0.0,2
Ladarius Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.6,2.1,29.2,13.90,0.1,0.0,2
Vernon Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.2,2.3,28.8,12.52,0.1,0.0,2
Jermaine Gresham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.5,2.8,27.5,9.82,0.1,0.0,2
Ed Dickson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.3,2.1,22.6,10.76,0.1,0.0,2
Erik Swoope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.1,1.9,20.5,10.79,0.1,0.0,2
