Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Antonio Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,5.00,0.0,11.8,8.6,121.0,14.07,0.5,0.1,14
A.J. Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.6,5.9,91.9,15.58,0.5,0.1,11
Julio Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.8,6.5,99.6,15.32,0.4,0.0,11
Jarvis Landry,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,3.00,0.0,12.7,8.5,87.3,10.27,0.4,0.1,10
Mike Evans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.6,5.5,70.3,12.78,0.4,0.0,9
Dez Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.1,4.7,61.1,13.00,0.5,0.0,9
Doug Baldwin,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.1,-0.50,0.0,8.4,5.8,63.7,10.98,0.4,0.0,8
Brandin Cooks,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.9,3.80,0.0,7.4,4.4,64.0,14.55,0.4,0.0,8
Michael Crabtree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.6,4.7,52.6,11.19,0.5,0.0,8
Kenny Stills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.3,3.5,54.9,15.69,0.5,0.0,8
Chris Hogan,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.6,5.33,0.0,6.4,3.9,54.6,14.00,0.5,0.0,8
Keenan Allen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.4,5.5,71.7,13.04,0.2,0.1,8
Alshon Jeffery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.2,4.8,64.2,13.38,0.3,0.0,7
Amari Cooper,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.0,-0.00,0.0,9.0,4.8,61.7,12.85,0.3,0.0,7
Demaryius Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.9,5.8,79.2,13.66,0.2,0.2,7
Kelvin Benjamin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.7,4.4,68.1,15.48,0.2,0.0,7
T.Y. Hilton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.3,4.7,63.3,13.47,0.2,0.1,7
Nelson Agholor,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,2.00,0.0,5.6,3.5,48.2,13.77,0.5,0.0,7
Stefon Diggs,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.00,0.0,6.8,4.6,56.5,12.28,0.3,0.0,6
Adam Thielen,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.1,10.50,0.0,7.5,5.1,60.7,11.90,0.2,0.2,6
Michael Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.8,5.2,57.3,11.02,0.3,0.0,6
DeAndre Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,11.5,6.0,57.0,9.50,0.3,0.0,6
JuJu Smith-Schuster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.00,0.0,4.4,3.2,43.6,13.62,0.4,0.0,6
Paul Richardson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.00,0.0,5.2,2.9,46.0,15.86,0.4,0.0,6
Devin Funchess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.5,3.8,49.7,13.08,0.4,0.0,6
DeSean Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.3,3.3,50.3,15.24,0.2,0.0,6
Pierre Garcon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.7,4.5,52.3,11.62,0.2,0.0,6
Jeremy Maclin,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,2.00,0.0,7.0,4.4,46.4,10.55,0.3,0.0,5
Jermaine Kearse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.1,3.8,42.0,11.05,0.3,0.0,5
Tyreek Hill,0.0,0.0,0.0,0.0,0.0,0.0,1.4,6.4,4.57,0.0,6.4,4.2,47.7,11.36,0.3,0.0,5
