Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Julio Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.8,6.9,112.0,16.23,0.4,0.0,13
Antonio Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,6.00,0.0,11.7,7.9,103.0,13.04,0.5,0.0,13
Larry Fitzgerald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.7,7.6,80.2,10.55,0.4,0.2,10
A.J. Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,11.1,7.1,87.9,12.38,0.4,0.2,10
Dez Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.1,4.7,65.8,14.00,0.6,0.0,9
Demaryius Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,11.7,7.1,88.8,12.51,0.3,0.2,9
Mike Evans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.0,5.4,77.5,14.35,0.3,0.0,8
Michael Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.0,6.3,74.4,11.81,0.3,0.0,8
Michael Crabtree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.0,4.6,59.0,12.83,0.6,0.0,8
Adam Thielen,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.4,12.00,0.0,8.9,5.8,77.4,13.34,0.3,0.2,8
Tyreek Hill,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.2,5.86,0.1,7.4,5.3,62.1,11.72,0.3,0.1,8
Doug Baldwin,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.1,-0.50,0.0,8.2,5.6,64.4,11.50,0.3,0.0,7
Jarvis Landry,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.8,3.60,0.0,9.9,6.5,62.0,9.54,0.3,0.0,7
Alshon Jeffery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.9,5.2,63.8,12.27,0.3,0.0,7
John Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.7,8.50,0.0,8.0,4.3,60.8,14.14,0.3,0.0,7
T.Y. Hilton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.7,4.8,65.9,13.73,0.3,0.1,7
Allen Hurns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.7,4.2,57.5,13.69,0.4,0.0,7
Brandin Cooks,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,4.00,0.0,7.4,4.4,59.9,13.61,0.4,0.0,7
Jordy Nelson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.3,4.6,55.5,12.07,0.4,0.1,7
Chris Hogan,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.7,5.67,0.0,6.2,3.8,49.2,12.95,0.5,0.0,7
Nelson Agholor,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,3.00,0.0,5.7,3.5,45.8,13.09,0.5,0.0,7
Sammy Watkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.8,3.6,50.4,14.00,0.3,0.0,6
Rishard Matthews,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.2,-2.00,0.0,6.1,3.9,56.3,14.44,0.3,0.0,6
Ted Ginn,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5.4,9.00,0.0,6.2,4.1,56.0,13.66,0.3,0.1,6
Kenny Stills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.5,2.9,43.9,15.14,0.4,0.0,6
Donte Moncrief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.00,0.0,6.1,3.5,42.7,12.20,0.4,0.0,6
Devin Funchess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.7,3.7,44.9,12.14,0.4,0.0,6
DeSean Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.1,3.1,54.6,17.61,0.2,0.0,6
Pierre Garcon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.8,4.9,54.2,11.06,0.2,0.0,6
Amari Cooper,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-1.00,0.0,7.8,4.0,53.2,13.30,0.2,0.0,6
Marqise Lee,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.9,9.75,0.0,7.0,4.0,54.9,13.72,0.2,0.0,6
Keenan Allen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.7,4.7,53.2,11.32,0.2,0.1,6
Eric Decker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.0,4.0,48.9,12.22,0.3,0.0,5
Davante Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.7,3.9,47.1,12.08,0.3,0.0,5
Jermaine Kearse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.9,4.1,44.8,10.93,0.3,0.0,5
Cole Beasley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.00,0.0,5.6,4.0,41.6,10.40,0.3,0.0,5
Danny Amendola,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,6.00,0.0,5.6,4.4,45.4,10.32,0.3,0.1,5
JuJu Smith-Schuster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00,0.0,4.6,3.0,37.3,12.43,0.4,0.0,5
J.J. Nelson,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5.6,18.67,0.0,4.6,2.8,47.3,16.89,0.3,0.2,5
Taylor Gabriel,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.7,8.50,0.0,5.1,3.2,44.6,13.94,0.2,0.0,5
Kelvin Benjamin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.1,3.2,45.0,14.06,0.2,0.0,5
Paul Richardson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.00,0.0,5.7,3.0,45.5,15.17,0.2,0.0,5
Adam Humphries,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,3.00,0.0,5.3,3.7,41.8,11.30,0.2,0.0,5
Randall Cobb,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.1,5.17,0.0,6.0,4.2,43.0,10.24,0.2,0.0,5
Mohamed Sanu,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.8,6.00,0.0,5.5,4.0,48.5,12.12,0.2,0.0,5
Robby Anderson,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,11.00,0.0,6.3,3.3,49.4,14.97,0.2,0.0,5
Terrance Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.2,3.8,49.5,13.03,0.2,0.0,5
Jordan Matthews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.4,3.0,40.2,13.40,0.2,0.0,5
Cooper Kupp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00,0.0,5.0,2.9,36.4,12.55,0.3,0.0,4
Josh Doctson,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,3.00,0.0,5.3,2.7,39.9,14.78,0.3,0.0,4
Bennie Fowler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.9,2.8,33.3,11.89,0.3,0.0,4
Terrelle Pryor,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,2.00,0.0,6.4,3.6,49.1,13.64,0.1,0.0,4
Jaron Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.4,3.3,47.5,14.39,0.1,0.0,4
Michael Campanaro,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.7,7.40,0.0,7.0,4.5,46.8,10.40,0.1,0.0,4
Tyler Lockett,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.5,11.25,0.0,5.1,3.2,42.7,13.34,0.1,0.0,4
Kendall Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,4.50,0.0,4.2,3.2,37.7,11.78,0.2,0.0,4
Roger Lewis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.8,2.9,34.9,12.03,0.2,0.0,4
Jeremy Kerley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.3,4.1,38.8,9.46,0.2,0.0,4
Curtis Samuel,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6.4,16.00,0.0,4.4,2.3,31.7,13.78,0.2,0.0,4
Zay Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,5.00,0.0,4.7,2.4,32.4,13.50,0.2,0.0,4
Albert Wilson,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.2,4.40,0.0,4.5,3.2,33.2,10.38,0.2,0.0,4
Martavis Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.4,13.50,0.0,5.5,3.0,39.6,13.20,0.2,0.0,4
Taywan Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.1,4.43,0.0,3.4,2.0,31.0,15.50,0.2,0.0,4
Torrey Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.3,-3.00,0.0,5.1,2.8,39.4,14.07,0.2,0.0,4
Brice Butler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.2,1.5,34.0,22.67,0.2,0.0,4
Brandon Coleman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.4,2.3,32.5,14.13,0.2,0.0,4
Robert Woods,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,6.00,0.0,5.4,3.2,39.6,12.38,0.2,0.1,4
Andre Holmes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.8,1.8,23.1,12.83,0.3,0.0,3
Seth Roberts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.9,2.2,29.9,13.59,0.3,0.0,3
Marquise Goodwin,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,6.00,0.0,4.9,2.6,37.3,14.35,0.1,0.0,3
Mike Wallace,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,4.00,0.0,5.4,3.0,34.8,11.60,0.1,0.0,3
Chris Godwin,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,5.00,0.0,4.0,2.4,35.2,14.67,0.1,0.0,3
Laquon Treadwell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00,0.0,4.0,2.4,30.3,12.62,0.1,0.0,3
Brandon LaFell,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.00,0.0,6.0,3.5,33.5,9.57,0.1,0.0,3
Mike Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,5.00,0.0,4.2,2.5,29.4,11.76,0.2,0.0,3
Trent Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00,0.0,4.2,2.5,23.6,9.44,0.2,0.0,3
Kamar Aiken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.8,2.5,28.7,11.48,0.2,0.0,3
Tyrell Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.4,2.6,32.5,12.50,0.1,0.2,3
Ryan Grant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.2,2.0,23.8,11.90,0.2,0.0,3
De'Anthony Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.4,4.80,0.0,2.4,1.9,24.3,12.79,0.2,0.0,3
Russell Shepard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00,0.0,3.1,1.7,23.2,13.65,0.2,0.0,3
Jamison Crowder,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,4.50,0.0,4.7,3.3,36.1,10.94,0.1,0.3,3
Tavon Austin,0.0,0.0,0.0,0.0,0.0,0.0,3.2,16.8,5.25,0.1,3.4,1.9,15.5,8.16,0.1,0.2,2
Brandon Tate,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.1,15.50,0.0,1.5,1.0,13.6,13.60,0.3,0.0,2
Cordarrelle Patterson,0.0,0.0,0.0,0.0,0.0,0.0,1.4,17.8,12.71,0.0,2.0,1.4,14.0,10.00,0.1,0.0,2
Kaelin Clay,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,10.00,0.0,3.6,1.9,24.5,12.89,0.1,0.0,2
Chris Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.3,6.50,0.0,5.0,2.6,28.3,10.88,0.1,0.0,2
Tavarres King,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,4.00,0.0,3.4,1.8,20.8,11.56,0.1,0.0,2
Alex Erickson,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-1.1,-1.83,0.0,2.4,1.8,21.5,11.94,0.1,0.0,2
Aldrick Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.0,1.6,20.5,12.81,0.1,0.0,2
Tommylee Lewis,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.1,7.00,0.0,3.4,2.3,28.0,12.17,0.1,0.0,2
Kasen Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,3.00,0.0,4.0,2.1,21.0,10.00,0.1,0.0,2
