Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Evan Engram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.8,5.9,65.1,11.03,0.5,0.0,9
Travis Kelce,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,3.00,0.0,7.5,5.3,65.7,12.40,0.4,0.1,8
Ricky Seals-Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.0,3.8,50.0,13.16,0.4,0.0,7
Jack Doyle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.1,5.5,59.7,10.85,0.3,0.1,6
Vernon Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.7,4.8,68.0,14.17,0.1,0.1,6
Hunter Henry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.8,3.2,41.2,12.88,0.3,0.0,5
Austin Seferian-Jenkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.9,4.4,43.2,9.82,0.3,0.1,5
Kyle Rudolph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.1,4.2,37.9,9.02,0.4,0.0,5
Cameron Brate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.7,3.1,35.7,11.52,0.4,0.0,5
Tyler Kroft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.9,3.6,36.0,10.00,0.4,0.0,5
Greg Olsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.9,3.4,41.8,12.29,0.2,0.0,5
Jason Witten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.7,4.2,42.2,10.05,0.2,0.1,5
Delanie Walker,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,4.00,0.0,5.5,3.7,44.2,11.95,0.2,0.1,5
Jared Cook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.2,3.6,49.8,13.83,0.2,0.1,5
