Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Antonio Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,4.00,0.0,11.3,7.9,105.0,13.29,1.0,0.0,16
Mike Evans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.5,6.1,86.7,14.21,0.8,0.0,12
Julio Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.8,6.7,96.2,14.36,0.5,0.0,12
Jordy Nelson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.2,6.6,71.9,10.89,0.7,0.1,11
Odell Beckham,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,9.00,0.0,10.4,6.4,78.4,12.25,0.7,0.1,11
Kelvin Benjamin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.5,5.3,72.3,13.64,0.6,0.1,10
A.J. Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.00,0.0,10.5,6.8,81.8,12.03,0.4,0.1,10
Michael Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.1,6.2,76.7,12.37,0.5,0.0,10
Julian Edelman,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.8,5.43,0.0,10.1,6.2,72.4,11.68,0.5,0.1,9
Doug Baldwin,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,2.00,0.0,8,5.9,64.2,10.88,0.6,0.0,9
Dez Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8,4.4,61.3,13.93,0.6,0.1,9
Rishard Matthews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.00,0.0,6.4,3.9,52.0,13.33,0.7,0.1,9
Brandon Marshall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.3,5.2,60.6,11.65,0.5,0.0,9
Amari Cooper,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.0,-0.00,0.0,9.5,5.8,73.8,12.72,0.3,0.0,8
Michael Crabtree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.1,5.6,59.7,10.66,0.6,0.0,8
DeAndre Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.8,5.4,62.6,11.59,0.4,0.0,8
Jarvis Landry,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.8,4.50,0.0,8.2,5.5,65.9,11.98,0.4,0.1,8
Keenan Allen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9,5.5,65.5,11.91,0.4,0.3,7
Emmanuel Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,9.00,0.0,8.9,4.8,63.2,13.17,0.3,0.0,7
Terrelle Pryor,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.1,1.83,0.0,7.4,4.3,60.6,14.09,0.3,0.0,7
T.Y. Hilton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00,0.0,9.4,5.0,65.5,13.10,0.3,0.0,7
Golden Tate,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,1.60,0.0,8.1,5.5,67.7,12.31,0.3,0.1,7
Allen Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.4,4.5,57.9,12.87,0.4,0.0,7
Sammy Watkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00,0.0,7.8,4.3,56.1,13.05,0.4,0.0,7
Eric Decker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.7,4.3,56.0,13.02,0.4,0.0,7
Randall Cobb,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.9,4.14,0.0,7.5,6.1,57.7,9.46,0.4,0.0,7
Jordan Matthews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.4,5.7,54.3,9.53,0.4,0.0,7
Demaryius Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.5,5.3,63.7,12.02,0.3,0.2,7
Alshon Jeffery,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,4.00,0.0,9.1,5.3,56.5,10.66,0.3,0.0,6
Marvin Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,5.00,0.0,7,3.8,54.1,14.24,0.3,0.0,6
Stefon Diggs,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,5.00,0.0,7.5,5.7,57.4,10.07,0.3,0.0,6
Robert Woods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00,0.0,7,4.1,54.5,13.29,0.3,0.0,6
Mike Wallace,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.7,5.67,0.0,7.7,4.7,51.5,10.96,0.3,0.0,6
Willie Snead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.8,4.7,59.1,12.57,0.3,0.0,6
Tavon Austin,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.6,6.80,0.0,7,3.7,41.8,11.30,0.3,0.1,6
Kenny Britt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.00,0.0,7.1,4.6,51.9,11.28,0.3,0.1,6
Sterling Shepard,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.2,11.00,0.0,6.4,4.0,40.3,10.07,0.4,0.0,6
Davante Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.7,4.7,49.4,10.51,0.4,0.0,6
Devin Funchess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.5,3.1,45.2,14.58,0.4,0.0,6
J.J. Nelson,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5.1,17.00,0.0,6.2,2.8,48.2,17.21,0.4,0.1,6
Martavis Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7.3,14.60,0.1,4.4,2.5,33.0,13.20,0.4,0.0,6
DeSean Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.00,0.0,5.2,2.8,40.3,14.39,0.3,0.0,5
Taylor Gabriel,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.3,7.67,0.0,4.3,2.9,42.2,14.55,0.3,0.0,5
Corey Coleman,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,4.50,0.0,9.3,4.5,48.4,10.76,0.3,0.0,5
Brandin Cooks,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.3,4.60,0.0,5.5,3.5,49.2,14.06,0.3,0.0,5
Allen Hurns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7,3.5,44.6,12.74,0.3,0.0,5
Tyrell Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6,3.3,49.6,15.03,0.3,0.0,5
Cameron Meredith,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,5.00,0.0,6.6,4.5,53.8,11.96,0.2,0.2,5
Donte Moncrief,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,2.00,0.0,6,3.3,33.5,10.15,0.4,0.0,5
Ted Ginn,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5.1,8.50,0.0,5.3,3.7,45.6,12.32,0.3,0.2,5
Brandon LaFell,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.00,0.0,6.4,3.8,42.2,11.11,0.2,0.0,5
