Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Antonio Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,4.00,0.0,11.5,7.2,108.0,15.00,0.7,0.0,14
DeAndre Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,13.9,7.7,103.0,13.38,0.7,0.0,14
Keenan Allen,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,7.00,0.0,10.7,6.6,86.6,13.12,0.5,0.0,11
Julio Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,9.00,0.0,9.3,6.0,88.5,14.75,0.4,0.0,10
Larry Fitzgerald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,11.6,7.9,82.3,10.42,0.4,0.1,10
Brandin Cooks,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.1,5.25,0.0,8.2,5.3,78.0,14.72,0.5,0.0,10
A.J. Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.2,5.8,76.9,13.26,0.5,0.1,9
Alshon Jeffery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,11.2,5.8,75.0,12.93,0.4,0.0,9
Michael Crabtree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.1,4.9,64.0,13.06,0.5,0.0,9
Davante Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.3,5.7,65.0,11.40,0.5,0.0,9
Mike Evans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.4,5.7,74.2,13.02,0.3,0.0,8
Dez Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.5,4.9,61.7,12.59,0.4,0.0,8
Tyreek Hill,0.0,0.0,0.0,0.0,0.0,0.0,1.4,7.7,5.50,0.0,6.6,4.6,60.5,13.15,0.4,0.0,8
T.Y. Hilton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.3,4.5,64.6,14.36,0.4,0.1,8
Josh Doctson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.7,4.1,57.8,14.10,0.5,0.0,8
Robby Anderson,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,4.50,0.0,8.7,4.5,59.1,13.13,0.5,0.0,8
