Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Antonio Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,4.00,0.0,10.9,8.0,109.0,13.62,0.6,0.1,13
Julio Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.5,6.5,108.0,16.62,0.5,0.0,13
DeAndre Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,16.9,9.2,101.0,10.98,0.5,0.0,13
Larry Fitzgerald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12.9,8.8,101.0,11.48,0.4,0.1,12
Doug Baldwin,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.33,0.0,7.9,6.0,81.2,13.53,0.7,0.0,12
Brandin Cooks,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.6,4.00,0.0,9.0,5.9,84.0,14.24,0.6,0.0,11
Mike Evans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.5,5.5,79.1,14.38,0.6,0.0,10
Michael Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.5,6.8,87.6,12.88,0.4,0.0,10
Jordy Nelson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.4,6.4,75.2,11.75,0.6,0.1,10
Amari Cooper,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.0,-0.00,0.0,10.1,5.6,75.9,13.55,0.5,0.0,10
J.J. Nelson,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5.5,18.33,0.1,7.0,3.7,65.9,17.81,0.5,0.1,9
A.J. Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.2,5.8,76.5,13.19,0.4,0.0,9
Ted Ginn,0.0,0.0,0.0,0.0,0.0,0.0,0.7,4.8,6.86,0.0,8.5,5.7,75.5,13.25,0.4,0.1,9
Michael Crabtree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.0,5.4,63.9,11.83,0.5,0.0,9
Terrelle Pryor,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,2.00,0.0,8.6,5.3,73.1,13.79,0.3,0.0,8
Tyreek Hill,0.0,0.0,0.0,0.0,0.0,0.0,1.8,16.4,9.11,0.0,6.8,4.7,53.8,11.45,0.5,0.1,8
Keenan Allen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.1,6.0,66.8,11.13,0.5,0.1,8
Chris Hogan,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.2,5.50,0.0,6.2,4.4,70.7,16.07,0.3,0.1,8
Jeremy Maclin,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,2.00,0.0,9.2,5.5,63.5,11.55,0.4,0.0,8
Sammy Watkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.4,4.7,63.8,13.57,0.4,0.0,8
Odell Beckham,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,5.00,0.0,8.5,5.9,69.0,11.69,0.4,0.0,8
Allen Hurns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.9,4.1,56.0,13.66,0.5,0.0,8
