Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Antonio Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,4.00,0.0,11,7.6,103.0,13.55,0.6,0.0,13
Julio Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.9,6.6,105.0,15.91,0.5,0.0,13
DeAndre Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12.3,6.7,80.1,11.96,0.6,0.0,11
A.J. Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.8,6.4,83.4,13.03,0.5,0.0,11
Michael Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.5,7.1,83.4,11.75,0.4,0.0,10
Jordy Nelson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.3,5.8,75.6,13.03,0.6,0.1,10
Doug Baldwin,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,2.00,0.0,7.7,5.5,70.0,12.73,0.5,0.0,10
Stefon Diggs,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.1,3.67,0.0,8.7,6.6,75.5,11.44,0.4,0.0,9
Terrelle Pryor,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,2.00,0.0,8.1,4.7,73.7,15.68,0.4,0.0,9
Brandon Marshall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.3,6.3,75.0,11.90,0.4,0.0,9
Kelvin Benjamin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.3,4.3,65.1,15.14,0.5,0.1,8
Davante Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.9,4.8,62.1,12.94,0.5,0.1,8
Alshon Jeffery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.5,5.9,71.1,12.05,0.3,0.0,8
Amari Cooper,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.0,-0.00,0.0,9,5.4,72.5,13.43,0.3,0.0,8
Dez Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.5499,4.4,60.7,13.80,0.5,0.1,8
T.Y. Hilton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.8,5.6,70.9,12.66,0.3,0.0,8
Allen Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.036,5.2,60.2,11.58,0.4,0.0,8
Martavis Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.7,10.8,15.43,0.0,6.9,4.0,57.2,14.30,0.4,0.0,8
Emmanuel Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,9.00,0.0,8.2,4.3,61.6,14.33,0.4,0.0,8
Brandin Cooks,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.2,4.40,0.0,8.3,4.8,69.0,14.38,0.4,0.0,8
Larry Fitzgerald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.1,6.6,61.3,9.29,0.4,0.1,8
Michael Crabtree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.7,5.2,59.5,11.44,0.5,0.0,8
Demaryius Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.5,5.2,66.3,12.75,0.4,0.2,8
Chris Hogan,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,2.50,0.0,5.7,3.7,63.4,17.14,0.3,0.1,7
Robby Anderson,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.5,17.50,0.0,7.8,4.3,68.8,16.00,0.3,0.1,7
Sterling Shepard,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,10.00,0.0,8.3,5.5,57.0,10.36,0.4,0.0,7
Zay Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,6.00,0.0,5.9,3.5,50.4,14.40,0.4,0.0,7
Jordan Matthews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.3,3.8,50.6,13.32,0.4,0.0,7
Ted Ginn,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5.0,8.33,0.0,8,5.3,62.1,11.72,0.3,0.2,7
Keenan Allen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.4,5.4,60.0,11.11,0.3,0.2,7
Jeremy Maclin,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.00,0.0,9.3,6.0,60.0,10.00,0.2,0.0,7
Adam Thielen,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,13.00,0.0,5.7,4.4,56.0,12.73,0.4,0.1,7
Mike Wallace,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.4,7.00,0.0,9.4,6.0,63.6,10.60,0.2,0.0,7
Jamison Crowder,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-1.00,0.0,6.8,4.5,59.0,13.11,0.4,0.1,7
Donte Moncrief,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-1.00,0.0,6.8,4.2,40.3,9.60,0.5,0.0,7
Randall Cobb,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.8,3.50,0.0,6.8,4.8,52.8,11.00,0.3,0.0,6
Tyreek Hill,0.0,0.0,0.0,0.0,0.0,0.0,1.6,16.5,10.31,0.0,6.2,4.4,41.0,9.32,0.3,0.1,6
Golden Tate,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,1.17,0.0,8.2,5.3,53.0,10.00,0.3,0.1,6
Kendall Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.7,8.50,0.0,7,4.6,59.4,12.91,0.2,0.0,6
Pierre Garcon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.9,5.0,58.0,11.60,0.2,0.0,6
Eric Decker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6,3.1,48.1,15.52,0.4,0.1,6
John Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,11.00,0.0,6.3,4.3,51.3,11.93,0.2,0.0,6
Taylor Gabriel,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.9,9.67,0.0,4,2.7,42.1,15.59,0.3,0.0,5
Sammy Watkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.9,3.8,49.6,13.05,0.3,0.0,5
Allen Hurns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.1989,3.7,42.9,11.59,0.3,0.0,5
Cole Beasley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.00,0.0,5.9,4.4,47.0,10.68,0.3,0.0,5
Mohamed Sanu,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.5,7.50,0.0,5.1,3.7,44.0,11.89,0.3,0.0,5
Kenny Golladay,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,6.00,0.0,5.5,3.5,40.4,11.54,0.3,0.0,5
Torrey Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.6,3.0,40.2,13.40,0.3,0.0,5
Brandon LaFell,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.00,0.0,6.3,3.7,45.8,12.38,0.3,0.0,5
Rishard Matthews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.00,0.0,5.7,3.1,48.0,15.48,0.3,0.1,5
Breshad Perriman,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,2.00,0.0,5.7,3.0,42.1,14.03,0.2,0.0,5
Tyrell Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.2,3.4,45.3,13.32,0.2,0.0,5
Corey Coleman,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,4.00,0.0,7.0252,3.6,43.5,12.08,0.2,0.0,5
J.J. Nelson,0.0,0.0,0.0,0.0,0.0,0.0,0.3,6.5,21.67,0.0,4.4,2.4,37.5,15.62,0.4,0.1,5
Tyler Lockett,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6.2,15.50,0.0,5.1,3.1,47.6,15.35,0.2,0.0,5
Kevin White,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,13.00,0.0,7.2182,3.7,44.0,11.89,0.2,0.0,5
ArDarius Stewart,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,10.00,0.0,5.2,3.0,45.6,15.20,0.2,0.0,5
Marvin Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,6.00,0.0,5.7,3.1,42.7,13.77,0.2,0.0,5
