Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Travis Kelce,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,2.00,0.0,7.2,5.0,60.9,12.18,0.3,0.0,7
Zach Ertz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.3,5.1,52.3,10.25,0.3,0.1,6
Cameron Brate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.2,3.2,43.2,13.50,0.3,0.0,5
Jason Witten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.1,3.8,40.8,10.74,0.3,0.1,5
Charles Clay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.1,4.1,40.7,9.93,0.2,0.0,5
Delanie Walker,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,4.50,0.0,6.2,4.3,49.4,11.49,0.2,0.0,5
Benjamin Watson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.2,4.7,49.0,10.43,0.2,0.0,5
Austin Seferian-Jenkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.3,4.0,42.4,10.60,0.2,0.0,5
Jimmy Graham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.2,4.0,46.9,11.72,0.2,0.1,5
Kyle Rudolph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.6,3.7,36.5,9.86,0.3,0.0,4
Evan Engram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.6,3.7,39.8,10.76,0.3,0.0,4
Hunter Henry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.0,2.9,31.2,10.76,0.3,0.0,4
Dwayne Allen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.3,2.7,31.4,11.63,0.3,0.0,4
Jesse James,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.3,3.8,36.0,9.47,0.3,0.0,4
Martellus Bennett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00,0.0,6.3,4.5,39.0,8.67,0.2,0.0,4
Eric Ebron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.0,4.1,38.8,9.46,0.2,0.0,4
Zach Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.5,3.1,35.6,11.48,0.2,0.0,4
Jared Cook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.6,3.6,38.2,10.61,0.2,0.1,4
Ryan Griffin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.8,2.9,30.1,10.38,0.2,0.1,4
Marcedes Lewis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.7,2.5,22.1,8.84,0.3,0.0,3
Jonnu Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.6,2.7,29.2,10.81,0.3,0.0,3
Tyler Kroft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.7,2.9,28.5,9.83,0.3,0.0,3
Garrett Celek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.2,1.9,21.4,11.26,0.3,0.1,3
O.J. Howard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.2,2.2,27.4,12.45,0.2,0.0,3
Luke Willson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.3,2.0,20.8,10.40,0.2,0.0,3
Julius Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.3,2.6,25.5,9.81,0.2,0.0,3
Antonio Gates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.1,2.9,28.4,9.79,0.2,0.1,3
David Njoku,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.7,2.2,19.3,8.77,0.3,0.0,2
Ed Dickson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.9,2.1,22.2,10.57,0.1,0.0,2
Brandon Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.5,1.7,20.7,12.18,0.1,0.0,2
George Kittle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.0,2.7,27.1,10.04,0.1,0.0,2
Seth DeValve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.8,2.1,28.4,13.52,0.1,0.0,2
Gerald Everett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.4,1.6,21.7,13.56,0.1,0.0,2
Jermaine Gresham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.7,2.8,29.2,10.43,0.1,0.0,2
Demetrius Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.1,1.9,17.5,9.21,0.2,0.0,2
Darren Fells,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.1,1.8,15.2,8.44,0.1,0.0,1
Tyler Higbee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.0,1.5,15.5,10.33,0.1,0.0,1
Henry Krieger-Coble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,1.5,1.0,11.9,11.90,0.1,0.0,1
Randall Telfer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.5,2.0,19.3,9.65,0.1,0.0,1
Stephen Anderson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.4,1.2,12.6,10.50,0.1,0.0,1
Adam Shaheen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.2,1.6,14.4,9.00,0.1,0.0,1
Trey Burton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.3,2.1,17.8,8.48,0.1,0.0,1
Richard Rodgers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00,0.0,2.1,1.4,11.8,8.43,0.1,0.0,1
Dion Sims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.5,1.9,17.4,9.16,0.1,0.0,1
