Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Keenan Allen,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,6.00,0.0,12.0,7.7,108.0,14.03,0.5,0.0,13
Antonio Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,4.00,0.0,10.2,6.4,95.7,14.95,0.5,0.0,12
Mike Evans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12.0,6.5,91.7,14.11,0.4,0.0,11
Julio Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,8.00,0.0,9.4,5.8,89.2,15.38,0.4,0.0,10
DeAndre Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,12.0,6.4,81.7,12.77,0.4,0.1,10
JuJu Smith-Schuster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.2,4.3,70.2,16.33,0.5,0.0,10
A.J. Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.5,5.6,74.3,13.27,0.5,0.2,9
Adam Thielen,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.6,16.00,0.0,8.5,6.0,80.2,13.37,0.3,0.2,9
Davante Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.0,5.4,61.7,11.43,0.5,0.0,9
Alshon Jeffery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.5,5.1,68.0,13.33,0.5,0.0,9
Devin Funchess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.1,4.0,61.3,15.32,0.5,0.0,9
Demaryius Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.8,5.5,71.5,13.00,0.3,0.1,8
Stefon Diggs,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,3.50,0.0,7.5,5.4,69.9,12.94,0.4,0.0,8
Brandin Cooks,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.8,4.50,0.0,8.6,5.1,66.4,13.02,0.4,0.0,8
Jordy Nelson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.3,5.7,53.6,9.40,0.5,0.0,8
Doug Baldwin,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.3,-3.00,0.0,7.0,4.9,60.4,12.33,0.3,0.0,7
Jarvis Landry,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.1,3.67,0.0,10.0,6.3,62.3,9.89,0.3,0.1,7
Golden Tate,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.6,4.00,0.0,7.9,6.1,64.6,10.59,0.3,0.1,7
Jeremy Maclin,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.00,0.0,7.8,4.7,57.7,12.28,0.4,0.0,7
Michael Crabtree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.6,4.7,52.7,11.21,0.4,0.0,7
Chris Hogan,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.3,4.33,0.0,6.0,3.8,52.1,13.71,0.4,0.0,7
Mike Wallace,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,6.00,0.0,7.6,4.3,57.5,13.37,0.4,0.0,7
Dez Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.2,-2.00,0.0,8.9,4.7,59.6,12.68,0.4,0.0,7
Robby Anderson,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.3,6.50,0.0,7.8,4.0,51.1,12.78,0.4,0.0,7
Tyreek Hill,0.0,0.0,0.0,0.0,0.0,0.0,1.2,6.7,5.58,0.0,6.2,4.2,56.4,13.43,0.4,0.0,7
Marvin Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,4.00,0.0,7.1,4.2,58.0,13.81,0.4,0.0,7
Josh Gordon,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,5.00,0.0,9.8,5.1,62.5,12.25,0.2,0.0,7
Larry Fitzgerald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.8,6.3,67.2,10.67,0.2,0.1,7
Nelson Agholor,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,2.00,0.0,5.7,3.6,47.0,13.06,0.5,0.0,7
Dede Westbrook,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,4.00,0.0,8.3,4.7,55.0,11.70,0.3,0.0,6
Randall Cobb,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.0,2.86,0.0,8.6,5.5,50.7,9.22,0.3,0.0,6
Michael Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.8,5.6,58.1,10.38,0.3,0.0,6
Martavis Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.5,6.25,0.0,7.3,4.0,56.9,14.22,0.3,0.0,6
Keelan Cole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.8,3.0,56.6,18.87,0.3,0.0,6
