Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Keenan Allen,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,3.50,0.0,11.1,7.2,95.2,13.22,0.5,0.0,12
Julio Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,8.00,0.0,9.6,6.2,87.2,14.06,0.4,0.0,10
Antonio Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,4.00,0.0,8.5,5.5,80.2,14.58,0.4,0.0,10
DeAndre Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,11.2,6.0,78.9,13.15,0.5,0.0,10
Devin Funchess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.4,4.8,70.1,14.60,0.5,0.0,10
Mike Evans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.7,6.0,82.6,13.77,0.3,0.0,9
Larry Fitzgerald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,11.6,7.8,80.2,10.28,0.3,0.1,9
Brandin Cooks,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.9,4.75,0.0,8.6,5.4,78.2,14.48,0.4,0.0,9
Davante Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.1,5.5,68.1,12.38,0.5,0.0,9
Alshon Jeffery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.5,4.9,64.7,13.20,0.4,0.0,8
Jarvis Landry,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,3.33,0.0,10.2,6.3,60.4,9.59,0.4,0.1,8
Sammy Watkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.5,3.3,50.9,15.42,0.5,0.0,8
Josh Doctson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.8,3.9,56.9,14.59,0.5,0.0,8
Dez Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.6,5.0,58.9,11.78,0.5,0.0,8
Jordy Nelson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.4,5.1,56.1,11.00,0.5,0.0,8
Doug Baldwin,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.3,-1.50,0.0,8.3,5.3,64.9,12.25,0.3,0.0,7
Marqise Lee,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,11.50,0.0,7.9,4.4,61.2,13.91,0.3,0.0,7
Michael Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.1,5.6,64.9,11.59,0.3,0.0,7
Demaryius Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.9,5.5,61.2,11.13,0.3,0.1,7
A.J. Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.6,5.0,68.9,13.78,0.3,0.1,7
Robby Anderson,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,7.00,0.0,7.6,4.0,59.8,14.95,0.4,0.0,7
Seth Roberts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.6,4.4,57.9,13.16,0.4,0.1,7
Stefon Diggs,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,2.00,0.0,6.9,4.7,54.7,11.64,0.3,0.0,6
JuJu Smith-Schuster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.4,3.6,52.1,14.47,0.3,0.0,6
Adam Thielen,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,20.00,0.0,7.8,5.3,62.0,11.70,0.2,0.2,6
DeVante Parker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.8,4.3,54.8,12.74,0.3,0.0,6
Dede Westbrook,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,9.00,0.0,7.2,4.0,52.1,13.03,0.3,0.0,6
Jermaine Kearse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.6,3.9,54.6,14.00,0.3,0.0,6
Danny Amendola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.00,0.0,6.4,4.8,52.0,10.83,0.3,0.0,6
Emmanuel Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.00,0.0,8.3,4.7,57.5,12.23,0.3,0.0,6
Tyreek Hill,0.0,0.0,0.0,0.0,0.0,0.0,1.6,7.6,4.75,0.0,7.0,4.7,57.2,12.17,0.3,0.0,6
Cooper Kupp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.5,4.1,50.8,12.39,0.3,0.1,6
Kenny Stills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.8,3.2,40.6,12.69,0.4,0.0,6
Sterling Shepard,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,5.00,0.0,7.1,5.0,57.8,11.56,0.2,0.0,6
DeSean Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,5.00,0.0,7.4,4.2,58.4,13.90,0.2,0.0,6
Randall Cobb,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.3,3.29,0.0,7.1,5.1,54.1,10.61,0.2,0.0,6
