Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS
Rob Gronkowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.9,6.3,82.3,13.06,0.5,0.0,11
Zach Ertz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.4,6.0,65.0,10.83,0.5,0.1,8
Travis Kelce,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,3.00,0.0,7.3,5.0,60.6,12.12,0.4,0.0,8
Greg Olsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.1,4.7,63.7,13.55,0.3,0.0,7
Kyle Rudolph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.2,4.6,46.4,10.09,0.5,0.0,7
Evan Engram,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,11.00,0.0,9.2,5.2,55.1,10.60,0.3,0.0,6
Cameron Brate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.0,4.0,49.3,12.32,0.4,0.0,6
Benjamin Watson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.0,3.7,40.1,10.84,0.4,0.0,6
Hunter Henry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.8,3.3,43.6,13.21,0.3,0.0,5
Ricky Seals-Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.3,2.8,40.0,14.29,0.3,0.0,5
Marcedes Lewis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.8,2.5,31.3,12.52,0.4,0.0,5
Jack Doyle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.5,4.8,48.3,10.06,0.3,0.2,5
Eric Ebron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.4,3.8,40.3,10.61,0.2,0.0,5
Vernon Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.4,4.0,51.9,12.97,0.1,0.2,5
Delanie Walker,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,4.00,0.0,6.3,4.0,45.7,11.43,0.2,0.2,4
Vance McDonald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.3,2.1,33.3,15.86,0.3,0.0,4
Antonio Gates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.5,2.8,31.7,11.32,0.3,0.0,4
Jimmy Graham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.8,3.7,39.1,10.57,0.3,0.0,4
Tyler Kroft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.7,3.5,35.5,10.14,0.3,0.0,4
Jason Witten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.4,4.0,39.6,9.90,0.3,0.1,4
O.J. Howard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.7,2.5,37.9,15.16,0.3,0.1,4
Jared Cook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.8,3.5,41.1,11.74,0.1,0.1,4
Charles Clay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.9,3.4,37.1,10.91,0.2,0.0,4
Austin Hooper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.3,3.2,36.7,11.47,0.2,0.0,4
Julius Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.5,2.9,33.2,11.45,0.2,0.0,4
Jesse James,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.4,3.0,31.6,10.53,0.2,0.0,4
Adam Shaheen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.4,1.7,19.1,11.24,0.5,0.0,4
Austin Seferian-Jenkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.7,3.6,34.5,9.58,0.2,0.1,4
Garrett Celek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.9,1.9,23.6,12.42,0.3,0.0,3
David Njoku,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.00,0.0,3.9,2.3,25.8,11.22,0.2,0.0,3
Lance Kendricks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.6,2.5,22.7,9.08,0.2,0.0,3
Jordan Reed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.2,3.0,28.9,9.63,0.2,0.1,3
Josh Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.7,-7.00,0.0,3.9,2.8,24.6,8.79,0.2,0.2,2
Ed Dickson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.6,1.7,27.0,15.88,0.1,0.0,2
Niles Paul,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,2.00,0.0,3.5,2.5,23.7,9.48,0.1,0.0,2
Virgil Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.0,1.9,22.1,11.63,0.1,0.0,2
George Kittle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.6,2.5,25.9,10.36,0.1,0.0,2
C.J. Fiedorowicz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.5,2.1,20.8,9.90,0.1,0.0,2
Stephen Anderson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,4.4,2.3,27.4,11.91,0.1,0.0,2
Jermaine Gresham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.7,2.2,23.3,10.59,0.1,0.0,2
Austin Traylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.9,1.9,21.5,11.32,0.1,0.0,2
Seth DeValve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.8,2.3,28.4,12.35,0.1,0.1,2
Nick O'Leary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.1,1.5,21.5,14.33,0.1,0.1,2
Darren Fells,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.2,1.8,18.7,10.39,0.2,0.0,2
Luke Willson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.4,1.9,19.6,10.32,0.2,0.0,2
Jonnu Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.2,1.4,14.3,10.21,0.2,0.0,2
Rhett Ellison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,3.0,2.3,19.0,8.26,0.1,0.0,1
Ross Travis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.2,1.3,12.8,9.85,0.1,0.0,1
Tyler Higbee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.8,1.5,17.9,11.93,0.1,0.0,1
Anthony Fasano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.6,1.9,18.3,9.63,0.1,0.0,1
Jerell Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,1.8,1.6,13.3,8.31,0.1,0.0,1
Trey Burton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.2,1.6,15.8,9.88,0.1,0.0,1
Richard Rodgers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.00,0.0,2.2,1.3,11.9,9.15,0.1,0.0,1
Dion Sims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.4,1.6,16.5,10.31,0.1,0.0,1
Daniel Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,1.4,1.1,10.8,9.82,0.1,0.0,1
Gerald Everett,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,10.00,0.0,2.4,1.4,14.6,10.43,0.1,0.0,1
Xavier Grimble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,1.8,1.0,12.5,12.50,0.1,0.0,1
Nick Boyle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,1.6,1.2,11.8,9.83,0.1,0.0,1
Jeff Heuerman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.5,1.4,16.4,11.71,0.1,0.0,1
Demetrius Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.8,1.8,18.0,10.00,0.1,0.0,1
A.J. Derby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,1.8,1.2,13.6,11.33,0.1,0.1,1
Maxx Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,3.50,0.0,1.6,1.2,11.8,9.83,0.1,0.1,1
Michael Hoomanawanui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.5,0.4,3.4,8.50,0.1,0.0,0
Eric Tomlinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,1.6,1.0,9.5,9.50,0.1,0.0,0
Luke Stocker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.4,0.3,1.7,5.67,0.1,0.0,0
Dwayne Allen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,1.4,0.9,9.1,10.11,0.1,0.0,0
Nick Vannett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,1.1,1.0,9.8,9.80,0.1,0.0,0
Darrell Daniels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.6,0.2,1.5,7.50,0.0,0.0,0
MarQueis Gray,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.3,3.29,0.0,0.9,0.7,6.4,9.14,0.0,0.0,0
Geoff Swaim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.4,0.3,3.4,11.33,0.0,0.0,0
James O'Shaughnessy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.3,0.2,2.2,11.00,0.0,0.0,0
Neal Sterling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.4,0.2,2.6,13.00,0.0,0.0,0
Brandon Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.5,0.3,3.2,10.67,0.0,0.0,0
Sean McGrath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.2,0.1,1.6,16.00,0.0,0.0,0
Phillip Supernaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.2,0.2,1.6,8.00,0.0,0.0,0
Ben Braunecker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.1,0.0,0.4,0.00,0.0,0.0,0
Ifeanyi Momah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.2,0.1,2.8,28.00,0.0,0.0,0
Henry Krieger-Coble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Will Tye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Randall Telfer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.4,0.2,2.4,12.00,0.0,0.0,0
Chris Manhertz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.4,0.3,2.7,9.00,0.0,0.0,0
Garrett Griffin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Clive Walford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.7,0.5,5.2,10.40,0.0,0.0,0
Derek Carrier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.4,0.3,2.4,8.00,0.0,0.0,0
Jim Dray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.5,0.3,2.8,9.33,0.0,0.0,0
Orson Charles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Eric Saubert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.3,0.2,2.5,12.50,0.0,0.0,0
Jordan Leggett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Jeff Cumberland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Gavin Escobar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Brent Celek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.6,0.4,5.4,13.50,0.0,0.0,0
Logan Paulsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.2,0.1,0.8,8.00,0.0,0.0,0
Chris Gragg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Evan Baylis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.4,0.2,2.0,10.00,0.0,0.0,0
RaShaun Allen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Ben Koyack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.4,0.3,3.2,10.67,0.0,0.0,0
Alan Cross,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
C.J. Uzomah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.5,0.3,3.4,11.33,0.0,0.0,0
Jeremy Sprinkle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.4,0.2,2.3,11.50,0.0,0.0,0
Logan Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.4,0.3,2.8,9.33,0.0,0.0,0
Matt Lengel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0
Levine Toilolo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.2,0.1,1.6,16.00,0.0,0.0,0
Troy Niklas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.6,0.4,4.0,10.00,0.0,0.0,0
Ryan Hewitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.2,0.2,1.9,9.50,0.0,0.0,0
Lee Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.4,0.3,2.5,8.33,0.0,0.0,0
Jacob Hollister,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.2,0.1,1.4,14.00,0.0,0.0,0
Michael Roberts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.4,0.3,3.0,10.00,0.0,0.0,0
Khari Lee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.3,0.2,1.7,8.50,0.0,0.0,0
Blake Bell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.5,0.4,5.0,12.50,0.0,0.0,0
David Morgan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.4,0.3,2.3,7.67,0.0,0.0,0
