Player,Recpt,Yd,Avg,TD,FL,FPTS
DeAndre Hopkins,7,89,11.4,0,0,12.8
Antonio Brown,7,103,14.5,0,0,11.6
Julio Jones,6,99,14.6,0,0,11.4
Michael Thomas,6,78,12.0,0,0,10
Keenan Allen,6,84,14.1,0,0,9.6
Michael Crabtree,4,56,11.9,0,0,9.2
Mike Evans,5,73,13.1,0,0,8.8
Jordy Nelson,5,63,12.2,0,0,8.8
Larry Fitzgerald,6,71,10.8,0,0,8.6
Brandin Cooks,4,66,14.7,0,0,8.4
Chris Hogan,4,59,13.8,0,0,8
Adam Thielen,5,72,13.1,0,0,7.8
Golden Tate,6,64,10.4,0,0,7.8
Will Fuller,3,49,12.8,0,0,7.6
Jarvis Landry,6,60,9.4,0,0,7.6
Emmanuel Sanders,5,60,12.0,0,0,7.6
Davante Adams,4,54,12.0,0,0,7.4
Pierre Garcon,5,63,12.2,0,0,7.2
Allen Hurns,4,49,11.5,0,0,7
Demaryius Thomas,5,62,12.3,0,0,7
Terrelle Pryor,3,57,15.1,0,0,6.8
Randall Cobb,5,51,10.1,0,0,6.8
Alshon Jeffery,6,59,9.7,0,0,6.8
Amari Cooper,4,51,12.6,0,0,6.8
Jermaine Kearse,4,50,11.4,0,0,6.8
John Brown,4,55,13.9,0,0,6.8
Marvin Jones,4,53,13.3,0,0,6.8
Kelvin Benjamin,3,58,15.7,0,0,6.6
Danny Amendola,4,52,11.0,0,0,6.6
Tyreek Hill,5,54,10.8,0,0,6.6
Devin Funchess,3,46,12.8,0,0,6.4
DeSean Jackson,3,54,17.0,0,0,6.2
Tyrell Williams,3,50,14.8,0,0,6.2
Willie Snead,4,51,12.5,0,0,6
JuJu Smith-Schuster,2,40,14.9,0,0,5.8
Sammy Watkins,3,46,12.3,0,0,5.8
Michael Floyd,3,44,13.6,0,0,5.8
Justin Hardy,3,42,13.2,0,0,5.8
Mike Wallace,4,48,11.5,0,0,5.8
Ted Ginn,3,41,13.0,0,0,5.6
J.J. Nelson,2,49,17.2,0,0,5.4
Kendall Wright,4,49,12.4,0,0,5.2
Roger Lewis,4,43,10.1,0,0,5.2
Jaron Brown,3,46,14.4,0,0,5.2
Marqise Lee,3,44,11.7,0,0,5.2
Martavis Bryant,2,43,15.4,0,0,5.2
Nick Williams,3,42,13.2,0,0,5.2
Kenny Stills,2,34,14.9,0,0,4.8
Josh Doctson,2,39,16.6,0,0,4.8
Nelson Agholor,3,39,10.7,0,0,4.8
Brandon Coleman,2,31,13.7,0,0,4.8
Marquise Goodwin,2,46,16.5,0,0,4.6
Jeremy Kerley,4,41,10.1,0,0,4.6
Robby Anderson,3,48,16.2,0,0,4.6
