Player,Recpt,Yd,Avg,TD,FL,FPTS
Keenan Allen,7,95,13.2,0,0,12
Julio Jones,6,87,14.1,0,0,10.4
DeAndre Hopkins,6,78,13.2,0,0,10
Devin Funchess,4,70,14.6,0,0,10
Mike Evans,6,82,13.8,0,0,9.8
Larry Fitzgerald,7,80,10.3,0,0,9.6
Brandin Cooks,5,78,14.5,0,0,9.4
Davante Adams,5,68,12.4,0,0,9
Alshon Jeffery,4,64,13.2,0,0,8.4
Jarvis Landry,6,60,9.6,0,0,8.2
Sammy Watkins,3,50,15.4,0,0,8
Josh Doctson,3,56,14.6,0,0,8
Dez Bryant,5,58,11.8,0,0,8
Jordy Nelson,5,56,11.0,0,0,8
Doug Baldwin,5,64,12.2,0,0,7.8
Marqise Lee,4,61,13.9,0,0,7.8
Michael Thomas,5,64,11.6,0,0,7.8
Demaryius Thomas,5,61,11.1,0,0,7.6
Robby Anderson,4,59,14.9,0,0,7.4
Seth Roberts,4,57,13.2,0,0,7.2
Stefon Diggs,4,54,11.6,0,0,6.8
Adam Thielen,5,62,11.7,0,0,6.8
DeVante Parker,4,54,12.7,0,0,6.8
Dede Westbrook,4,52,13.0,0,0,6.8
Jermaine Kearse,3,54,14.0,0,0,6.8
Danny Amendola,4,52,10.8,0,0,6.8
Emmanuel Sanders,4,57,12.2,0,0,6.8
Tyreek Hill,4,57,12.2,0,0,6.8
Cooper Kupp,4,50,12.4,0,0,6.6
Kenny Stills,3,40,12.7,0,0,6.4
Sterling Shepard,5,57,11.6,0,0,6.2
DeSean Jackson,4,58,13.9,0,0,6.2
Randall Cobb,5,54,10.6,0,0,6.2
Golden Tate,5,51,10.3,0,0,6
Jeremy Maclin,4,47,10.4,0,0,5.8
Paul Richardson,3,48,14.2,0,0,5.8
Eric Decker,3,41,12.8,0,0,5.8
Ted Ginn,3,48,13.4,0,0,5.8
Jamison Crowder,4,55,11.4,0,0,5.8
Marvin Jones,3,48,13.4,0,0,5.8
Marquise Goodwin,2,57,20.0,0,0,5.6
Josh Gordon,4,51,11.2,0,0,5.6
Corey Davis,3,40,12.7,0,0,5.6
Johnny Holton,2,33,13.8,0,0,5.4
Cole Beasley,3,32,9.5,0,0,5.4
Cordarrelle Patterson,3,33,11.0,0,0,5.2
Brian Quick,2,41,14.7,0,0,5.2
Corey Coleman,4,45,10.7,0,0,5.2
Mohamed Sanu,3,41,10.6,0,0,5.2
Louis Murphy,2,40,14.3,0,0,5.2
Terrance Williams,3,49,12.7,0,0,5.2
Tyrell Williams,3,47,15.9,0,0,5
T.Y. Hilton,3,49,13.1,0,0,5
Albert Wilson,2,33,11.4,0,0,4.8
Mike Wallace,3,37,10.5,0,0,4.8
Nelson Agholor,3,38,12.4,0,0,4.8
Donte Moncrief,2,33,12.8,0,0,4.8
Brandon Coleman,2,33,13.8,0,0,4.8
Adam Humphries,3,40,10.5,0,0,4.4
Roger Lewis,2,31,11.6,0,0,4.2
Jaron Brown,2,39,14.6,0,0,4.2
Zay Jones,2,35,12.3,0,0,4.2
Keelan Cole,2,35,16.0,0,0,4.2
Ryan Grant,2,30,10.6,0,0,4.2
Torrey Smith,2,33,13.0,0,0,4.2
Russell Shepard,2,34,14.8,0,0,4.2
J.J. Nelson,2,35,16.0,0,0,4
Travis Benjamin,2,35,14.8,0,0,4
Kendall Wright,2,33,13.5,0,0,3.6
Taylor Gabriel,2,30,12.2,0,0,3.6
Deonte Thompson,2,30,14.7,0,0,3.6
Tyler Lockett,3,39,13.1,0,0,3.6
Kenny Golladay,1,33,17.8,0,0,3.6
Chester Rogers,2,30,12.7,0,0,3.6
Dontrelle Inman,2,31,14.9,0,0,3.6
Jordan Matthews,2,34,11.9,0,0,3.4
Chris Moore,1,20,10.7,0,0,3.2
Justin Hardy,2,23,11.8,0,0,3.2
Kenny Britt,2,26,13.4,0,0,3.2
Bennie Fowler,2,23,11.3,0,0,3.2
Taywan Taylor,1,20,14.6,0,0,3.2
Brice Butler,1,25,18.0,0,0,3.2
De'Anthony Thomas,1,22,11.7,0,0,3.2
J.D. McKissic,2,18,7.5,0,0,3
Tavon Austin,1,18,10.5,0,0,2.8
Phillip Dorsett,1,24,12.8,0,0,2.6
Cody Latimer,1,22,13.2,0,0,2.6
Aldrick Robinson,2,24,12.0,0,0,2.6
Tommylee Lewis,1,22,12.6,0,0,2.6
Braxton Miller,2,25,11.7,0,0,2.6
Chris Godwin,1,24,12.8,0,0,2.6
Geronimo Allison,1,25,15.1,0,0,2.6
T.J. Jones,2,27,13.2,0,0,2.6
Demarcus Robinson,1,22,11.7,0,0,2.6
Bruce Ellington,3,29,9.9,0,0,2.6
Pharoh Cooper,1,21,14.0,0,0,2.4
Trent Taylor,2,26,9.5,0,0,2.2
Andre Holmes,1,16,12.5,0,0,2.2
Travis Rudolph,1,16,11.6,0,0,1.6
Josh Reynolds,1,18,13.8,0,0,1.6
Tavarres King,1,14,12.8,0,0,1.6
Kamar Aiken,1,17,11.2,0,0,1.6
Marvin Hall,1,16,13.3,0,0,1.6
Michael Floyd,1,12,11.1,0,0,1.6
Michael Campanaro,1,18,9.8,0,0,1.6
Josh Bellamy,1,19,16.4,0,0,1.6
Maurice Harris,1,15,12.8,0,0,1.6
Mack Hollins,1,17,13.5,0,0,1.6
Harry Douglas,1,18,13.2,0,0,1.6
Laquon Treadwell,1,19,10.9,0,0,1.6
Chad Williams,1,14,13.2,0,0,1.6
Damiere Byrd,0,11,14.6,0,0,1.6
Markus Wheaton,1,17,15.8,0,0,1.4
Jarius Wright,1,15,10.5,0,0,1.4
Willie Snead,1,17,13.2,0,0,1.2
Jaelen Strong,0,3,16.5,0,0,0.6
Larry Pinkard,0,0,0.0,0,0,0
Mekale McKay,0,0,0.0,0,0,0
JuJu Smith-Schuster,3,52,14.5,0,0,0
Stacy Coley,0,0,0.0,0,0,0
Kaelin Clay,0,2,13.0,0,0,0
Reggie Davis,0,2,9.7,0,0,0
John Ross,0,0,8.0,0,0,0
Amara Darboh,0,3,12.0,0,0,0
Max McCaffrey,0,4,10.2,0,0,0
Alex Erickson,1,19,12.8,0,0,0
Matthew Slater,0,0,0.0,0,0,0
Eli Rogers,1,11,10.6,0,0,0
Josh Malone,1,14,12.8,0,0,0
Jared Abbrederis,0,0,0.0,0,0,0
Jehu Chesson,0,2,13.5,0,0,0
Kalif Raymond,0,0,0.0,0,0,0
Geremy Davis,0,2,11.5,0,0,0
Isaac Whitney,0,0,0.0,0,0,0
Tre McBride,0,0,0.0,0,0,0
Trevor Davis,0,1,8.5,0,0,0
Sammie Coates,0,4,16.3,0,0,0
Ricardo Louis,0,3,11.0,0,0,0
Ryan Switzer,0,1,7.5,0,0,0
Jaydon Mickens,0,0,0.0,0,0,0
Damore'ea Stringfellow,0,0,0.0,0,0,0
Andre Roberts,0,2,14.5,0,0,0
Cobi Hamilton,0,0,0.0,0,0,0
Devin Lucien,0,0,0.0,0,0,0
Ed Eagan,0,3,11.3,0,0,0
Tyler Boyd,1,14,9.6,0,0,0
Vince Mayle,0,0,0.0,0,0,0
Andy Jones,0,0,0.0,0,0,0
Mike Thomas,0,0,0.0,0,0,0
Jeff Janis,0,2,22.0,0,0,0
Brittan Golden,0,2,11.5,0,0,0
Tanner McEvoy,0,4,20.0,0,0,0
Corey Brown,0,0,0.0,0,0,0
Jordan Taylor,0,2,12.0,0,0,0
Jordan Leslie,0,0,0.0,0,0,0
Justin Hunter,0,4,10.7,0,0,0
Kasen Williams,0,4,9.0,0,0,0
Tanner Gentry,0,3,15.0,0,0,0
Griff Whalen,0,0,0.0,0,0,0
Rashawn Scott,0,0,0.0,0,0,0
Quan Bray,0,3,12.3,0,0,0
JoJo Natson,0,2,14.5,0,0,0
Shelton Gibson,0,3,12.0,0,0,0
ArDarius Stewart,0,2,11.5,0,0,0
Martavis Bryant,2,35,14.3,0,0,0
Antonio Brown,5,80,14.6,0,0,0
Matt Hazel,0,0,0.0,0,0,0
Austin Carr,0,4,14.0,0,0,0
Darius Jennings,0,0,0.0,0,0,0
Chris Matthews,0,6,9.3,0,0,0
Jalin Marshall,0,0,0.0,0,0,0
Jakeem Grant,0,0,4.0,0,0,0
Jace Billingsley,0,3,16.0,0,0,0
Brandon Tate,0,3,19.0,0,0,0
Dom Williams,0,0,0.0,0,0,0
Nick Williams,0,5,11.2,0,0,0
Isaiah McKenzie,0,1,13.0,0,0,0
Noah Brown,0,3,12.0,0,0,0
David Moore,0,0,0.0,0,0,0
Leonte Carroo,0,4,9.8,0,0,0
Krishawn Hogan,0,0,0.0,0,0,0
Rodney Adams,0,0,0.0,0,0,0
Chad Hansen,0,1,15.0,0,0,0
A.J. Green,5,68,13.8,0,0,0
Darrius Heyward-Bey,0,11,13.1,0,0,0
Cody Core,0,2,9.7,0,0,0
Bryce Treggs,0,4,15.3,0,0,0
Freddie Martino,0,0,0.0,0,0,0
Rashard Higgins,0,5,10.0,0,0,0
Rashad Greene,0,0,0.0,0,0,0
Chris Thompson,0,1,9.5,0,0,0
Brandon LaFell,3,35,10.8,0,0,0
Eric Weems,0,0,6.4,0,0,0
Arrelious Benn,0,1,11.0,0,0,0
Hunter Sharp,0,0,0.0,0,0,0
Marcus Johnson,0,0,0.0,0,0,0
