Player,Recpt,Yd,Avg,TD,FL,FPTS
Phillip Dorsett,2,29,12.4,0,0,0
DeAndrew White,0,4,20.0,0,0,0
Stefon Diggs,5,58,11.6,0,0,0
Larry Pinkard,0,0,0.0,0,0,0
Mike Williams,2,26,12.4,0,0,0
Markus Wheaton,0,5,13.0,0,0,0
Mekale McKay,0,0,0.0,0,0,0
Larry Fitzgerald,5,55,9.8,0,0,0
Trent Taylor,2,29,10.2,0,0,0
JuJu Smith-Schuster,5,71,13.2,0,0,0
Travis Rudolph,3,47,12.7,0,0,0
Michael Crabtree,5,51,10.3,0,0,0
Cordarrelle Patterson,1,16,9.6,0,0,0
Marquise Goodwin,4,64,14.4,0,0,0
Kendall Wright,3,34,11.0,0,0,0
DeSean Jackson,3,53,14.5,0,0,0
Will Fuller,4,67,15.7,0,0,0
Stacy Coley,0,0,0.0,0,0,0
Pharoh Cooper,1,26,13.7,0,0,0
Brandon Reilly,0,2,14.5,0,0,0
Kendrick Bourne,2,38,15.2,0,0,0
Roger Lewis,4,57,13.5,0,0,0
Julio Jones,5,88,15.3,0,0,0
Kaelin Clay,0,3,15.0,0,0,0
Josh Reynolds,3,40,13.1,0,0,0
Breshad Perriman,0,7,10.7,0,0,0
Brian Quick,0,7,15.2,0,0,0
Reggie Davis,0,3,11.3,0,0,0
Chris Moore,2,27,12.9,0,0,0
Doug Baldwin,5,62,12.2,0,0,0
Taylor Gabriel,2,29,12.7,0,0,0
Amara Darboh,0,3,12.0,0,0,0
Adam Thielen,5,64,11.9,0,0,0
Max McCaffrey,0,3,9.8,0,0,0
Mike Evans,5,76,14.2,0,0,0
Paul Richardson,3,46,13.7,0,0,0
Kelvin Benjamin,3,40,12.0,0,0,0
Sammy Watkins,1,14,14.5,0,0,0
Allen Hurns,3,48,12.7,0,0,0
Alex Erickson,1,19,12.4,0,0,0
Kamar Aiken,2,26,13.2,0,0,0
Marvin Hall,1,14,14.3,0,0,0
Matthew Slater,0,0,0.0,0,0,0
Eli Rogers,2,27,10.8,0,0,0
Jarvis Landry,6,61,9.3,0,0,0
Josh Malone,0,8,12.7,0,0,0
Jared Abbrederis,0,0,0.0,0,0,0
Jehu Chesson,0,2,10.5,0,0,0
Tyrell Williams,3,49,15.8,0,0,0
Adam Humphries,3,40,10.7,0,0,0
Kenny Stills,3,46,12.5,0,0,0
Michael Floyd,1,12,11.1,0,0,0
Kalif Raymond,0,1,15.0,0,0,0
Robert Davis,0,0,0.0,0,0,0
Geremy Davis,0,2,11.0,0,0,0
Jaron Brown,1,23,13.8,0,0,0
Isaac Whitney,0,0,0.0,0,0,0
Trevor Davis,4,43,10.4,0,0,0
Sammie Coates,0,5,16.7,0,0,0
Corey Coleman,3,42,12.6,0,0,0
DeVante Parker,3,47,12.1,0,0,0
Ricardo Louis,0,3,13.0,0,0,0
Zay Jones,2,26,11.6,0,0,0
J.J. Nelson,1,30,15.9,0,0,0
Eric Decker,3,37,10.8,0,0,0
Dede Westbrook,3,41,11.7,0,0,0
Ryan Switzer,0,1,8.0,0,0,0
Michael Campanaro,1,17,10.2,0,0,0
Jaydon Mickens,1,21,12.4,0,0,0
K.J. Brent,0,0,0.0,0,0,0
Damore'ea Stringfellow,0,0,0.0,0,0,0
