Player,Recpt,Yd,Avg,TD,FL,FPTS
Antonio Brown,7,103,13.6,0,0,13.6
Julio Jones,6,105,15.9,0,0,13
DeAndre Hopkins,6,80,12.0,0,0,11.6
A.J. Green,6,83,13.0,0,0,11
Michael Thomas,7,83,11.7,0,0,10.4
Jordy Nelson,5,75,13.0,0,0,10.4
Doug Baldwin,5,70,12.7,0,0,10
Stefon Diggs,6,75,11.4,0,0,9.4
Terrelle Pryor,4,73,15.7,0,0,9.4
Brandon Marshall,6,75,11.9,0,0,9.4
Kelvin Benjamin,4,65,15.1,0,0,8.8
Davante Adams,4,62,12.9,0,0,8.8
Alshon Jeffery,5,71,12.1,0,0,8.8
Amari Cooper,5,72,13.4,0,0,8.8
Dez Bryant,4,60,13.8,0,0,8.8
T.Y. Hilton,5,70,12.7,0,0,8.8
Allen Robinson,5,60,11.6,0,0,8.4
Brandin Cooks,4,69,14.4,0,0,8.4
Larry Fitzgerald,6,61,9.3,0,0,8.2
Michael Crabtree,5,59,11.4,0,0,8
Chris Hogan,3,63,17.1,0,0,7.6
Jordan Matthews,3,50,13.3,0,0,7.4
Ted Ginn,5,62,11.7,0,0,7.4
Jeremy Maclin,6,60,10.0,0,0,7.2
Adam Thielen,4,56,12.7,0,0,7.2
Mike Wallace,6,63,10.6,0,0,7.2
Jamison Crowder,4,59,13.1,0,0,7.2
Donte Moncrief,4,40,9.6,0,0,7
Randall Cobb,4,52,11.0,0,0,6.8
Golden Tate,5,53,10.0,0,0,6.6
Kendall Wright,4,59,12.9,0,0,6.2
Pierre Garcon,5,58,11.6,0,0,6.2
Eric Decker,3,48,15.5,0,0,6.2
John Brown,4,51,11.9,0,0,6.2
Taylor Gabriel,2,42,15.6,0,0,5.8
Sammy Watkins,3,49,13.1,0,0,5.8
Allen Hurns,3,42,11.6,0,0,5.8
Cole Beasley,4,47,10.7,0,0,5.8
Mohamed Sanu,3,44,11.9,0,0,5.8
Torrey Smith,3,40,13.4,0,0,5.8
Brandon LaFell,3,45,12.4,0,0,5.8
Rishard Matthews,3,48,15.5,0,0,5.6
Breshad Perriman,3,42,14.0,0,0,5.2
J.J. Nelson,2,37,15.6,0,0,5.2
Tyler Lockett,3,47,15.4,0,0,5.2
Kevin White,3,44,11.9,0,0,5.2
Marvin Jones,3,42,13.8,0,0,5.2
Marqise Lee,4,47,11.6,0,0,5
Kenny Britt,3,47,12.4,0,0,5
Terrance Williams,3,42,13.6,0,0,5
Marquise Goodwin,2,39,14.2,0,0,4.8
Devin Funchess,2,37,16.3,0,0,4.8
Andre Holmes,2,27,13.9,0,0,4.4
Kamar Aiken,2,31,12.6,0,0,4.2
Jaron Brown,2,35,12.6,0,0,4.2
Brandon Coleman,2,32,11.5,0,0,4.2
Laquon Treadwell,3,39,12.2,0,0,4
Tavon Austin,2,23,9.8,0,0,4
Justin Hunter,1,25,15.9,0,0,3.8
Deonte Thompson,2,30,10.9,0,0,3.8
Seth Roberts,2,27,11.3,0,0,3.8
Jermaine Kearse,2,31,14.1,0,0,3.6
Chris Conley,3,35,11.5,0,0,3.6
Albert Wilson,2,27,9.9,0,0,3.2
Danny Amendola,2,23,10.2,0,0,3
Cordarrelle Patterson,2,20,9.9,0,0,2.6
