Player,Recpt,Yd,Avg,TD,FL,FPTS
Julio Jones,6,112,16.2,0,0,13.4
Antonio Brown,7,103,13.0,0,0,13
Larry Fitzgerald,7,80,10.6,0,0,10
A.J. Green,7,87,12.4,0,0,10
Dez Bryant,4,65,14.0,0,0,9.6
Demaryius Thomas,7,88,12.5,0,0,9.4
Mike Evans,5,77,14.4,0,0,8.8
Michael Thomas,6,74,11.8,0,0,8.8
Michael Crabtree,4,59,12.8,0,0,8.6
Adam Thielen,5,77,13.3,0,0,8.4
Tyreek Hill,5,62,11.7,0,0,8.2
Doug Baldwin,5,64,11.5,0,0,7.8
Jarvis Landry,6,62,9.5,0,0,7.8
John Brown,4,60,14.1,0,0,7.8
T.Y. Hilton,4,65,13.7,0,0,7.6
Allen Hurns,4,57,13.7,0,0,7.4
Brandin Cooks,4,59,13.6,0,0,7.4
Jordy Nelson,4,55,12.1,0,0,7.2
Chris Hogan,3,49,12.9,0,0,7
Sammy Watkins,3,50,14.0,0,0,6.8
Rishard Matthews,3,56,14.4,0,0,6.8
Ted Ginn,4,56,13.7,0,0,6.6
Kenny Stills,2,43,15.1,0,0,6.4
Donte Moncrief,3,42,12.2,0,0,6.4
Devin Funchess,3,44,12.1,0,0,6.4
DeSean Jackson,3,54,17.6,0,0,6.2
Pierre Garcon,4,54,11.1,0,0,6.2
Amari Cooper,4,53,13.3,0,0,6.2
Marqise Lee,4,54,13.7,0,0,6.2
Keenan Allen,4,53,11.3,0,0,6
Eric Decker,4,48,12.2,0,0,5.8
Davante Adams,3,47,12.1,0,0,5.8
Jermaine Kearse,4,44,10.9,0,0,5.8
Cole Beasley,4,41,10.4,0,0,5.8
Danny Amendola,4,45,10.3,0,0,5.6
JuJu Smith-Schuster,3,37,12.4,0,0,5.4
J.J. Nelson,2,47,16.9,0,0,5.4
Taylor Gabriel,3,44,13.9,0,0,5.2
Paul Richardson,3,45,15.2,0,0,5.2
Kelvin Benjamin,3,45,14.1,0,0,5.2
Adam Humphries,3,41,11.3,0,0,5.2
Randall Cobb,4,43,10.2,0,0,5.2
Mohamed Sanu,4,48,12.1,0,0,5.2
Robby Anderson,3,49,15.0,0,0,5.2
Terrance Williams,3,49,13.0,0,0,5.2
Jordan Matthews,3,40,13.4,0,0,5.2
Cooper Kupp,2,36,12.6,0,0,4.8
Bennie Fowler,2,33,11.9,0,0,4.8
Jaron Brown,3,47,14.4,0,0,4.6
Michael Campanaro,4,46,10.4,0,0,4.6
Tyler Lockett,3,42,13.3,0,0,4.6
Kendall Wright,3,37,11.8,0,0,4.2
Roger Lewis,2,34,12.0,0,0,4.2
Jeremy Kerley,4,38,9.5,0,0,4.2
Curtis Samuel,2,31,13.8,0,0,4.2
Zay Jones,2,32,13.5,0,0,4.2
Albert Wilson,3,33,10.4,0,0,4.2
Martavis Bryant,3,39,13.2,0,0,4.2
Taywan Taylor,2,31,15.5,0,0,4.2
Brice Butler,1,34,22.7,0,0,4.2
Brandon Coleman,2,32,14.1,0,0,4.2
Robert Woods,3,39,12.4,0,0,4
Andre Holmes,1,23,12.8,0,0,3.8
Seth Roberts,2,29,13.6,0,0,3.8
Marquise Goodwin,2,37,14.3,0,0,3.6
Mike Wallace,3,34,11.6,0,0,3.6
Laquon Treadwell,2,30,12.6,0,0,3.6
Chris Godwin,2,35,14.7,0,0,3.6
Brandon LaFell,3,33,9.6,0,0,3.6
Mike Williams,2,29,11.8,0,0,3.2
Trent Taylor,2,23,9.4,0,0,3.2
Kamar Aiken,2,28,11.5,0,0,3.2
Tyrell Williams,2,32,12.5,0,0,3.2
De'Anthony Thomas,1,24,12.8,0,0,3.2
Russell Shepard,1,23,13.6,0,0,3.2
Brandon Tate,1,13,13.6,0,0,2.8
Tavon Austin,1,15,8.2,0,0,2.8
Cordarrelle Patterson,1,14,10.0,0,0,2.6
Kaelin Clay,1,24,12.9,0,0,2.6
Chris Moore,2,28,10.9,0,0,2.6
Tavarres King,1,20,11.6,0,0,2.6
Alex Erickson,1,21,11.9,0,0,2.6
Aldrick Robinson,1,20,12.8,0,0,2.6
Tommylee Lewis,2,28,12.2,0,0,2.6
Kasen Williams,2,21,10.0,0,0,2.6
Kenny Britt,1,25,14.8,0,0,2.6
Geronimo Allison,1,20,15.8,0,0,2.6
Demarcus Robinson,1,20,12.7,0,0,2.6
Tanner Gentry,2,24,12.4,0,0,2.4
Jarius Wright,1,21,11.3,0,0,2.4
Travis Benjamin,1,24,12.8,0,0,2.4
Jaelen Strong,1,14,13.1,0,0,2.2
Ricardo Louis,1,21,11.4,0,0,2
J.D. McKissic,1,10,10.8,0,0,2
Travis Rudolph,1,14,12.2,0,0,1.6
Tre McBride,1,18,12.3,0,0,1.6
Deonte Thompson,1,14,14.2,0,0,1.6
ArDarius Stewart,1,19,11.9,0,0,1.6
Keelan Cole,1,15,12.8,0,0,1.6
Leonte Carroo,1,13,12.3,0,0,1.6
Chester Rogers,1,14,14.2,0,0,1.6
Bryce Treggs,1,19,12.7,0,0,1.6
Dontrelle Inman,1,13,10.5,0,0,1.6
Pharoh Cooper,1,17,13.2,0,0,1.4
Eli Rogers,1,15,10.1,0,0,1.4
Jakeem Grant,1,14,12.0,0,0,1.4
Rashard Higgins,1,18,9.7,0,0,1
Marvin Hall,0,5,19.3,0,0,0.6
Johnny Holton,0,3,35.0,0,0,0.6
Justin Hunter,0,4,12.0,0,0,0.6
Justin Hardy,0,5,11.6,0,0,0.6
Phillip Dorsett,0,7,14.4,0,0,0
Mekale McKay,0,0,0.0,0,0,0
Terrelle Pryor,3,49,13.6,0,0,0
Stacy Coley,0,0,0.0,0,0,0
Rueben Randle,0,0,0.0,0,0,0
Josh Reynolds,0,3,16.0,0,0,0
Brian Quick,0,9,15.0,0,0,0
Reggie Davis,0,2,13.5,0,0,0
Amara Darboh,0,3,11.7,0,0,0
Max McCaffrey,0,4,11.0,0,0,0
Matthew Slater,0,0,0.0,0,0,0
Josh Malone,0,3,11.0,0,0,0
Jehu Chesson,0,4,13.3,0,0,0
Kalif Raymond,0,0,0.0,0,0,0
Geremy Davis,0,1,9.0,0,0,0
Trevor Davis,0,2,11.5,0,0,0
Sammie Coates,0,8,14.2,0,0,0
Cody Latimer,0,2,9.7,0,0,0
Ryan Switzer,0,3,15.0,0,0,0
Damore'ea Stringfellow,0,0,0.0,0,0,0
Andre Roberts,0,5,14.5,0,0,0
Josh Bellamy,0,4,11.5,0,0,0
Devin Lucien,0,0,0.0,0,0,0
Ed Eagan,0,3,10.7,0,0,0
Vince Mayle,1,9,8.2,0,0,0
Alshon Jeffery,5,63,12.3,0,0,0
Mike Thomas,0,0,0.0,0,0,0
Jeff Janis,0,2,22.0,0,0,0
Josh Doctson,2,39,14.8,0,0,0
Brittan Golden,0,2,23.0,0,0,0
Tanner McEvoy,0,1,19.0,0,0,0
Corey Brown,0,0,0.0,0,0,0
Jordan Taylor,0,2,9.0,0,0,0
Jordan Leslie,0,0,0.0,0,0,0
Rashawn Scott,0,0,0.0,0,0,0
Mack Hollins,0,4,14.3,0,0,0
Quan Bray,0,3,12.7,0,0,0
Shelton Gibson,0,3,12.3,0,0,0
Matt Hazel,0,0,0.0,0,0,0
Austin Carr,0,4,11.2,0,0,0
Darius Jennings,0,0,0.0,0,0,0
Jalin Marshall,0,0,0.0,0,0,0
Dom Williams,0,0,0.0,0,0,0
Ryan Grant,2,23,11.9,0,0,0
Nick Williams,0,6,13.2,0,0,0
Torrey Smith,2,39,14.1,0,0,0
Noah Brown,0,4,13.3,0,0,0
Krishawn Hogan,0,0,0.0,0,0,0
Rodney Adams,0,0,0.0,0,0,0
Nelson Agholor,3,45,13.1,0,0,0
Chad Hansen,0,1,15.0,0,0,0
Darrius Heyward-Bey,0,3,13.0,0,0,0
Cody Core,0,6,11.5,0,0,0
Rashad Greene,0,0,0.0,0,0,0
Jamison Crowder,3,36,10.9,0,0,0
Eric Weems,0,0,11.8,0,0,0
Arrelious Benn,0,1,19.0,0,0,0
Marcus Johnson,0,0,0.0,0,0,0
