Player,Recpt,Yd,Avg,TD,FL,FPTS
Rob Gronkowski,5,78,13.3,0,0,10
Jimmy Graham,4,59,12.4,0,0,6.6
Zach Ertz,5,58,10.5,0,0,6.6
Jason Witten,4,40,9.6,0,0,5.6
Hunter Henry,3,35,11.9,0,0,5.4
Delanie Walker,4,46,11.7,0,0,5.2
Evan Engram,4,41,10.3,0,0,5.2
Eric Ebron,4,46,9.6,0,0,5.2
Jared Cook,4,42,9.3,0,0,5
Jack Doyle,4,46,10.9,0,0,5
Kyle Rudolph,4,37,8.9,0,0,4.8
Charles Clay,4,38,9.3,0,0,4.8
Cameron Brate,3,34,10.8,0,0,4.8
Austin Seferian-Jenkins,4,39,9.9,0,0,4.8
Austin Hooper,2,36,14.4,0,0,4.8
Antonio Gates,2,30,10.9,0,0,4.6
Marcedes Lewis,2,25,10.7,0,0,4.4
Martellus Bennett,3,31,9.9,0,0,4.2
Jermaine Gresham,3,36,11.0,0,0,4.2
Jesse James,4,37,9.4,0,0,4.2
Zach Miller,2,36,12.4,0,0,4.2
Benjamin Watson,4,34,8.3,0,0,4.2
Coby Fleener,3,36,11.1,0,0,4.2
Ryan Griffin,3,31,10.5,0,0,4
Luke Willson,2,28,11.8,0,0,3.8
Jonnu Smith,2,28,11.0,0,0,3.8
Seth DeValve,2,34,13.8,0,0,3.6
Julius Thomas,3,28,9.3,0,0,3.2
Tyler Kroft,2,29,10.6,0,0,3.2
Virgil Green,1,24,12.6,0,0,3.2
David Njoku,2,22,8.6,0,0,3.2
George Kittle,2,21,7.9,0,0,2.6
Trey Burton,2,20,8.5,0,0,2.6
Gerald Everett,1,23,12.4,0,0,2.6
Ed Dickson,2,23,11.2,0,0,2.6
Randall Telfer,2,21,9.2,0,0,2.6
Jerell Adams,2,25,10.4,0,0,2.6
Dion Sims,2,21,10.5,0,0,2.6
Nick Boyle,2,20,7.3,0,0,2.6
A.J. Derby,2,26,10.3,0,0,2.2
Lance Kendricks,1,17,11.3,0,0,2
Garrett Celek,1,19,10.3,0,0,2
Tyler Higbee,1,15,9.9,0,0,1.6
Josh Hill,1,12,10.0,0,0,1.6
Richard Rodgers,1,15,9.4,0,0,1.6
O.J. Howard,1,15,9.8,0,0,1.6
Stephen Anderson,1,11,9.8,0,0,1.6
Adam Shaheen,1,16,10.2,0,0,1.6
Vance McDonald,0,8,14.2,0,0,0.6
Darren Fells,1,8,8.9,0,0,0.6
Troy Niklas,0,9,11.6,0,0,0.6
Dwayne Allen,0,7,10.4,0,0,0.6
MarQueis Gray,0,4,11.5,0,0,0
Geoff Swaim,0,2,9.0,0,0,0
Neal Sterling,0,4,10.7,0,0,0
Michael Hoomanawanui,0,2,6.2,0,0,0
Eric Tomlinson,0,0,0.0,0,0,0
Jim Dray,0,2,11.0,0,0,0
Eric Saubert,0,2,13.0,0,0,0
Jordan Leggett,0,0,0.0,0,0,0
Vernon Davis,2,26,13.4,0,0,0
Chris Gragg,0,0,0.0,0,0,0
Evan Baylis,0,2,10.5,0,0,0
RaShaun Allen,0,0,0.0,0,0,0
Ben Koyack,0,3,9.8,0,0,0
Alan Cross,0,0,0.0,0,0,0
C.J. Uzomah,0,5,9.0,0,0,0
Jeremy Sprinkle,0,2,9.3,0,0,0
Matt Lengel,0,0,0.0,0,0,0
Levine Toilolo,0,1,17.0,0,0,0
Lee Smith,0,1,6.0,0,0,0
Jacob Hollister,0,2,9.0,0,0,0
Jeff Heuerman,0,5,14.5,0,0,0
Nick Vannett,0,3,10.7,0,0,0
David Morgan,0,1,9.0,0,0,0
Darrell Daniels,0,1,9.5,0,0,0
Niles Paul,0,1,6.5,0,0,0
Rhett Ellison,0,3,9.2,0,0,0
James O'Shaughnessy,0,1,16.0,0,0,0
Ross Travis,0,2,7.7,0,0,0
Brandon Williams,0,2,11.0,0,0,0
Sean McGrath,0,1,14.0,0,0,0
Phillip Supernaw,0,1,14.0,0,0,0
Ifeanyi Momah,0,4,23.0,0,0,0
Anthony Fasano,0,3,10.3,0,0,0
Chris Manhertz,0,0,0.0,0,0,0
Clive Walford,0,3,9.2,0,0,0
Derek Carrier,0,2,7.3,0,0,0
Nick O'Leary,0,7,9.9,0,0,0
Luke Stocker,0,1,5.7,0,0,0
Brent Celek,0,4,11.5,0,0,0
Jordan Reed,4,52,11.1,0,0,0
Logan Paulsen,0,1,8.5,0,0,0
Travis Kelce,5,63,11.8,0,0,0
Logan Thomas,0,1,9.5,0,0,0
Daniel Brown,0,3,7.8,0,0,0
Ryan Hewitt,0,1,15.0,0,0,0
Xavier Grimble,0,2,12.0,0,0,0
Michael Roberts,0,2,7.7,0,0,0
Khari Lee,0,1,8.0,0,0,0
Demetrius Harris,2,19,9.3,0,0,0
Blake Bell,0,4,14.3,0,0,0
