Player,Recpt,Yd,Avg,TD,FL,FPTS
Evan Engram,5,76,13.0,0,0,10
Rob Gronkowski,4,68,14.0,0,0,9.6
Austin Seferian-Jenkins,5,58,10.2,0,0,7
Jack Doyle,5,52,10.1,0,0,5.8
Tyler Kroft,4,44,10.6,0,0,5.8
Austin Hooper,3,40,12.3,0,0,5.8
Jason Witten,4,43,9.4,0,0,5.6
Jimmy Graham,4,46,11.1,0,0,5.6
Vernon Davis,4,58,13.3,0,0,5.4
Delanie Walker,4,44,11.1,0,0,5
Kyle Rudolph,4,37,9.1,0,0,4.8
Cameron Brate,3,38,11.6,0,0,4.8
Jesse James,2,30,11.9,0,0,4.8
O.J. Howard,2,33,13.4,0,0,4.6
Marcedes Lewis,1,21,12.0,0,0,4.4
Darren Fells,1,20,10.5,0,0,4.4
Charles Clay,3,33,10.7,0,0,4.2
Vance McDonald,1,33,17.8,0,0,4.2
Hunter Henry,3,34,11.2,0,0,4.2
Eric Ebron,3,38,11.8,0,0,4.2
David Njoku,2,22,10.1,0,0,3.8
Rhett Ellison,2,26,9.9,0,0,3.2
Luke Willson,2,22,10.5,0,0,3.2
Luke Stocker,2,20,9.9,0,0,3.2
Garrett Celek,2,21,9.9,0,0,3.2
Coby Fleener,2,27,11.0,0,0,3.2
A.J. Derby,2,29,12.7,0,0,2.8
Jonnu Smith,1,19,10.0,0,0,2.8
Martellus Bennett,2,21,10.7,0,0,2.6
Antonio Gates,2,20,9.1,0,0,2.6
Tyler Higbee,1,21,12.6,0,0,2.6
Gerald Everett,1,21,15.1,0,0,2.6
Seth DeValve,1,20,11.0,0,0,2.6
C.J. Fiedorowicz,2,23,10.1,0,0,2.6
Adam Shaheen,1,13,9.9,0,0,2.2
Michael Hoomanawanui,1,15,9.9,0,0,2
Eric Tomlinson,1,15,9.9,0,0,1.6
Josh Hill,2,19,9.9,0,0,1.6
Lance Kendricks,1,19,11.1,0,0,1.6
Jermaine Gresham,1,19,10.1,0,0,1.6
Jeff Heuerman,1,17,10.5,0,0,1.6
Virgil Green,1,14,10.2,0,0,1.6
Jerell Adams,1,19,10.2,0,0,1.6
Stephen Anderson,1,10,9.5,0,0,1.6
Nick O'Leary,1,19,15.8,0,0,1.2
Logan Paulsen,1,11,9.5,0,0,0.8
MarQueis Gray,0,1,9.0,0,0,0
Geoff Swaim,0,3,11.0,0,0,0
Neal Sterling,0,3,10.3,0,0,0
Ben Braunecker,0,1,14.0,0,0,0
Henry Krieger-Coble,0,0,0.0,0,0,0
Will Tye,0,0,0.0,0,0,0
Jim Dray,0,2,10.5,0,0,0
Julius Thomas,2,28,10.1,0,0,0
Eric Saubert,0,2,12.5,0,0,0
Jordan Leggett,0,0,0.0,0,0,0
Jeff Cumberland,0,0,0.0,0,0,0
Chris Gragg,0,0,0.0,0,0,0
Evan Baylis,0,1,8.0,0,0,0
Richard Rodgers,0,7,8.6,0,0,0
RaShaun Allen,0,0,0.0,0,0,0
Ben Koyack,0,2,9.3,0,0,0
Alan Cross,0,0,0.0,0,0,0
C.J. Uzomah,0,3,11.0,0,0,0
Jeremy Sprinkle,0,2,9.0,0,0,0
Matt Lengel,0,0,0.0,0,0,0
Levine Toilolo,0,1,14.0,0,0,0
Jacob Hollister,0,2,8.7,0,0,0
Nick Vannett,0,2,8.0,0,0,0
David Morgan,0,3,10.0,0,0,0
Ed Dickson,3,49,15.9,0,0,0
Darrell Daniels,0,1,9.5,0,0,0
Niles Paul,0,2,10.0,0,0,0
James O'Shaughnessy,0,1,8.0,0,0,0
Brandon Williams,0,3,11.3,0,0,0
Sean McGrath,0,1,14.0,0,0,0
Phillip Supernaw,0,1,7.0,0,0,0
Ifeanyi Momah,0,2,28.0,0,0,0
Anthony Fasano,1,12,8.6,0,0,0
Randall Telfer,0,2,7.7,0,0,0
Chris Manhertz,0,2,13.0,0,0,0
Derek Carrier,0,2,8.0,0,0,0
Logan Thomas,0,2,13.5,0,0,0
Daniel Brown,0,2,10.0,0,0,0
Troy Niklas,0,5,9.7,0,0,0
Ryan Hewitt,0,2,10.5,0,0,0
Dwayne Allen,0,0,0.0,0,0,0
Xavier Grimble,0,3,15.5,0,0,0
Michael Roberts,0,3,10.3,0,0,0
Khari Lee,0,1,8.5,0,0,0
Blake Bell,0,4,15.0,0,0,0
