Player,Recpt,Yd,Avg,TD,FL,FPTS
Antonio Brown,6,90,14.1,0,0,12
Julio Jones,6,92,14.9,0,0,10.8
Mike Evans,5,70,12.8,0,0,8.8
DeVante Parker,5,70,13.0,0,0,8.8
Larry Fitzgerald,6,71,11.1,0,0,8.6
Alshon Jeffery,5,66,12.3,0,0,8.4
Michael Thomas,5,67,12.2,0,0,8.4
DeAndre Hopkins,5,64,12.2,0,0,8.4
Brandin Cooks,4,69,14.9,0,0,8.4
A.J. Green,4,61,12.8,0,0,8.2
JuJu Smith-Schuster,3,54,14.6,0,0,8
Doug Baldwin,6,66,10.8,0,0,7.8
Emmanuel Sanders,5,64,12.7,0,0,7.8
Keenan Allen,5,69,12.9,0,0,7.8
Jarvis Landry,6,66,9.7,0,0,7.6
Demaryius Thomas,5,64,11.2,0,0,7.6
Golden Tate,5,62,10.9,0,0,7.6
Stefon Diggs,4,56,12.2,0,0,7.4
Michael Crabtree,4,58,12.2,0,0,7.4
Paul Richardson,3,51,15.1,0,0,7.4
Dez Bryant,4,55,11.7,0,0,7.4
Tyreek Hill,4,57,14.4,0,0,7.4
Ted Ginn,3,50,15.9,0,0,7.4
Amari Cooper,4,65,13.3,0,0,7.2
Jeremy Maclin,5,59,11.3,0,0,6.8
Adam Thielen,5,60,12.0,0,0,6.8
Marvin Jones,3,51,13.6,0,0,6.8
Kenny Stills,3,48,15.0,0,0,6.4
Josh Doctson,3,43,14.1,0,0,6.4
Jordy Nelson,4,42,10.4,0,0,6.4
Nelson Agholor,3,42,11.7,0,0,6.4
John Brown,3,50,15.6,0,0,6.2
Sammy Watkins,3,44,14.8,0,0,5.8
Davante Adams,3,42,10.8,0,0,5.8
Marqise Lee,3,48,12.4,0,0,5.8
Brandon Coleman,2,36,15.7,0,0,5.4
DeSean Jackson,3,48,13.1,0,0,5.2
Mike Wallace,3,49,13.8,0,0,5.2
Mohamed Sanu,3,43,11.1,0,0,5.2
Terrance Williams,3,46,12.5,0,0,5.2
Rishard Matthews,3,41,12.5,0,0,5.2
J.D. McKissic,2,16,8.1,0,0,5.2
Robert Woods,3,46,13.8,0,0,5
Danny Amendola,4,47,11.1,0,0,5
Cole Beasley,3,32,9.4,0,0,4.8
Jamison Crowder,4,42,10.6,0,0,4.8
Tyler Lockett,3,40,12.0,0,0,4.6
Tyrell Williams,2,43,15.7,0,0,4.4
Brian Quick,2,36,14.7,0,0,4.2
