Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Le'Veon Bell RB - PIT,GB,-,-,-,88.53,0.63,31.83,0.12,-,0.01,0.15,16.26
Todd Gurley RB - LA View News View Videos,NO,-,-,-,76.7,0.61,34.99,0.19,-,0.01,0.15,15.69
Kareem Hunt RB - KC View News View Videos,BUF,-,-,-,88.85,0.62,24.84,0.12,-,0.01,0.13,15.57
LeSean McCoy RB - BUF View Videos,@KC,-,-,-,86.44,0.64,24.83,0.11,-,0.01,0.14,15.37
Alvin Kamara RB - NO View Videos,@LA,-,-,-,57.19,0.55,46.32,0.28,-,0.02,0.11,15.15
Tevin Coleman RB - ATL View News View Videos,TB,-,-,-,77.71,0.54,26.73,0.18,-,0.01,0.14,14.50
Mark Ingram RB - NO,@LA,-,-,-,77.04,0.64,20.98,0.07,-,0.02,0.13,13.84
Melvin Gordon RB - LAC,@DAL,-,-,-,72.77,0.53,24.48,0.12,-,-,0.12,13.39
Leonard Fournette RB - JAX View Videos,@ARI,-,-,-,76.73,0.56,18.93,0.08,-,0.02,0.14,13.17
Lamar Miller RB - HOU,@BAL,-,-,-,77.65,0.42,21.48,0.14,-,0.01,0.14,13.01
Carlos Hyde RB - SF,SEA,-,-,-,64.5,0.37,26.54,0.11,-,-,0.12,11.74
Joe Mixon RB - CIN,CLE,-,-,-,66.88,0.35,21.91,0.09,-,0.01,0.12,11.30
Jordan Howard RB - CHI,@PHI,-,-,-,77.4,0.4,9.71,0.04,-,0.01,0.11,11.15
Alfred Morris RB - DAL,LAC,-,-,-,79.11,0.41,6.16,0.04,-,0.01,0.11,11.03
Jerick McKinnon RB - MIN,@DET,-,-,-,53,0.42,27.12,0.09,-,0.01,0.1,10.89
Dion Lewis RB - NE,MIA,-,-,-,62.32,0.48,14.71,0.08,-,0.01,0.11,10.86
Orleans Darkwa RB - NYG,@WAS,-,-,-,64.73,0.48,12.41,0.05,-,0.02,0.1,10.73
Samaje Perine RB - WAS,NYG,-,-,-,67.38,0.42,11.71,0.07,-,-,0.12,10.61
Latavius Murray RB - MIN,@DET,-,-,-,61.34,0.58,8.15,0.04,-,0.01,0.1,10.49
Isaiah Crowell RB - CLE,@CIN,-,-,-,60.05,0.4,17.4,0.07,-,0.01,0.12,10.35
Doug Martin RB - TB,@ATL,-,-,-,63.1,0.43,11.67,0.04,-,0.02,0.11,10.12
Alex Collins RB - BAL,HOU,-,-,-,66.42,0.31,13.2,0.07,-,0.01,0.12,10.02
Jamaal Williams RB - GB,@PIT,-,-,-,52.23,0.27,23.06,0.1,-,0.01,0.11,9.55
Adrian Peterson RB - ARI,JAX,-,-,-,61.13,0.31,13.07,0.06,-,0.01,0.14,9.38
Ameer Abdullah RB - DET,MIN,-,-,-,53.81,0.35,14.3,0.09,-,0.01,0.12,9.23
DeMarco Murray RB - TEN View Videos,@IND,-,-,-,47.81,0.33,20.21,0.1,-,-,0.09,9.20
Frank Gore RB - IND,TEN,-,-,-,56.18,0.31,14.32,0.07,-,0.01,0.11,9.13
Christian McCaffrey RB - CAR View Videos,@NYJ,-,-,-,27.53,0.17,41.79,0.21,-,0.01,0.08,9.07
Jay Ajayi RB - PHI,CHI,-,-,-,54.03,0.28,11.55,0.05,-,0.01,0.1,8.36
Duke Johnson RB - CLE,@CIN,-,-,-,30.36,0.21,31.52,0.14,-,-,0.06,8.17
Damien Williams RB - MIA,@NE,-,-,-,38.7,0.15,26.47,0.14,-,0.01,0.09,8.10
Kenyan Drake RB - MIA,@NE,-,-,-,44.33,0.32,13.48,0.06,-,0.02,0.08,7.94
Rex Burkhead RB - NE,MIA,-,-,-,34.63,0.25,22.36,0.14,-,-,0.07,7.90
Marshawn Lynch RB - OAK,DEN,-,-,-,46.72,0.35,7.68,0.04,-,0.01,0.08,7.64
J.D. McKissic RB - SEA,@SF,-,-,-,30.16,0.21,26.8,0.13,-,0.01,0.07,7.62
James White RB - NE,MIA,-,-,-,17.41,0.16,32.9,0.23,-,0.01,0.05,7.29
Austin Ekeler RB - LAC,@DAL,-,-,-,27.33,0.18,25.13,0.18,-,-,0.07,7.27
Theo Riddick RB - DET,MIN,-,-,-,25.57,0.15,29.01,0.16,-,0.01,0.06,7.22
C.J. Anderson RB - DEN,@OAK,-,-,-,45.29,0.25,9.4,0.04,-,-,0.09,7.03
Devontae Booker RB - DEN,@OAK,-,-,-,27.31,0.22,22.14,0.09,-,-,0.08,6.65
Marlon Mack RB - IND,TEN,-,-,-,26.88,0.19,19.64,0.11,-,0.01,0.07,6.33
Matt Forte RB - NYJ,CAR,-,-,-,32.12,0.19,15.67,0.06,-,-,0.05,6.18
Tarik Cohen RB - CHI View Videos,@PHI,-,-,-,23.29,0.13,26.44,0.09,-,0.01,0.08,6.15
Bilal Powell RB - NYJ,CAR,-,-,-,33.5,0.18,14.55,0.06,-,-,0.05,6.15
Derrick Henry RB - TEN View News View Videos,@IND,-,-,-,37.85,0.25,6.76,0.03,-,-,0.06,6.02
Danny Woodhead RB - BAL,HOU,-,-,-,14.64,0.1,28.18,0.19,-,0.01,0.04,5.96
Jonathan Stewart RB - CAR,@NYJ,-,-,-,40.03,0.23,4.76,0.01,-,0.01,0.09,5.76
Thomas Rawls RB - SEA,@SF,-,-,-,29.66,0.24,8.47,0.03,-,-,0.06,5.31
Matt Breida RB - SF,SEA,-,-,-,20.41,0.13,18.05,0.1,-,-,0.06,5.11
DeAndre Washington RB - OAK,DEN,-,-,-,19.61,0.13,17.07,0.08,-,-,0.05,4.83
T.J. Yeldon RB - JAX View Videos,@ARI,-,-,-,21.16,0.13,14.86,0.05,-,0.01,0.06,4.58
Giovani Bernard RB - CIN View News,CLE,-,-,-,17.11,0.09,18.14,0.09,-,0.01,0.04,4.55
Jalen Richard RB - OAK,DEN,-,-,-,20.96,0.11,13.99,0.06,-,-,0.05,4.42
LeGarrette Blount RB - PHI,CHI,-,-,-,28.63,0.22,2.31,0.01,-,0.01,0.05,4.39
Wayne Gallman RB - NYG,@WAS,-,-,-,21.03,0.13,10.9,0.05,-,0.01,0.06,4.17
Rod Smith RB - DAL,LAC,-,-,-,18.38,0.12,11.81,0.06,-,-,0.04,4.02
Charcandrick West RB - KC,BUF,-,-,-,11.8,0.11,15.74,0.09,-,-,0.03,3.89
Shane Vereen RB - NYG,@WAS,-,-,-,11.99,0.07,18.72,0.07,-,0.01,0.04,3.85
Terron Ward RB - ATL,TB,-,-,-,22.58,0.15,4.49,0.03,-,0.01,0.04,3.73
Elijah McGuire RB - NYJ,CAR,-,-,-,17.8,0.08,12.06,0.05,-,-,0.05,3.67
Travaris Cadet RB - BUF,@KC,-,-,-,7.92,0.06,18.69,0.1,-,-,0.03,3.56
Eddie Lacy RB - SEA,@SF,-,-,-,23.33,0.14,3.16,0.01,-,-,0.04,3.47
Javorius Allen RB - BAL,HOU,-,-,-,13.52,0.09,11.18,0.06,-,-,0.03,3.31
Charles Sims RB - TB,@ATL,-,-,-,7.84,0.06,16.26,0.08,-,-,0.03,3.19
Byron Marshall RB - WAS,NYG,-,-,-,15.06,0.1,7.09,0.04,-,-,0.04,2.98
Corey Clement RB - PHI,CHI,-,-,-,14.54,0.14,4.51,0.04,-,0.01,0.03,2.95
Jamaal Charles RB - DEN,@OAK,-,-,-,16.08,0.11,4.73,0.02,-,0.01,0.03,2.82
Alfred Blue RB - HOU,@BAL,-,-,-,16.92,0.08,3.15,0.01,-,-,0.04,2.47
James Conner RB - PIT,GB,-,-,-,15.12,0.1,2.37,0.02,-,-,0.03,2.41
D.J. Foster RB - ARI,JAX,-,-,-,8.2,0.05,8.37,0.04,-,-,0.03,2.14
Kyle Juszczyk RB - SF,SEA,-,-,-,3,0.02,12.39,0.07,-,0.01,0.02,2.06
Justin Davis RB - LA,NO,-,-,-,8.39,0.06,3.97,0.02,-,-,0.02,1.68
Chris Ivory RB - JAX,@ARI,-,-,-,7.06,0.06,4.05,0.01,-,0.01,0.02,1.51
Kerwynn Williams RB - ARI,JAX,-,-,-,5.29,0.04,5.88,0.03,-,0.01,0.03,1.50
Jamize Olawale RB - OAK,DEN,-,-,-,6.5,0.05,3.52,0.02,-,-,0.02,1.38
Peyton Barber RB - TB,@ATL,-,-,-,6.88,0.05,2.92,0.01,-,0.01,0.02,1.32
Zach Zenner RB - DET View News,MIN,-,-,-,6.36,0.06,2.42,0.02,-,-,0.02,1.32
Benny Cunningham RB - CHI,@PHI,-,-,-,3.6,0.02,7.14,0.03,-,-,0.03,1.31
Jacquizz Rodgers RB - TB,@ATL,-,-,-,8.21,0.06,1.51,-,-,0.01,0.02,1.31
LeShun Daniels RB - WAS,NYG,-,-,-,5.19,0.04,3.54,0.03,-,-,0.02,1.25
Andre Ellington RB - HOU,@BAL,-,-,-,2.33,0.02,6.63,0.02,-,-,0.01,1.12
Aaron Ripkowski RB - GB,@PIT,-,-,-,2.71,0.02,5.65,0.03,-,-,0.01,1.12
Brian Hill RB - CIN View News,CLE,-,-,-,5.23,0.04,2.49,0.02,-,-,0.02,1.09
Shane Smith RB - NYG,@WAS,-,-,-,5.18,0.04,2.19,0.01,-,-,0.02,1.00
Andre Williams RB - LAC,@DAL,-,-,-,5.41,0.04,1.73,0.01,-,-,0.01,0.99
Akeem Hunt RB - KC,BUF,-,-,-,4.78,0.04,1.79,0.01,-,0.01,0.04,0.90
Mike Gillislee RB - NE,MIA,-,-,-,5.26,0.05,0.69,-,-,-,0.01,0.88
