PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
LeGarrette Blount,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
James Starks,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Joique Bell,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Anthony Sherman,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Kendall Hunter,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Taiwan Jones*,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Jordan Todman*,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Roy Helu Jr.,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Jacquizz Rodgers,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Dion Lewis,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
DuJuan Harris,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Patrick DiMarco,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Matt Asiata,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Shaun Draughn,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Chase Reynolds,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Will Johnson,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Trent Richardson,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Doug Martin,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Lamar Miller,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Isaiah Pead*,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Chris Polk,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
LaMike James,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Bernard Pierce,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Robert Turbin*,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Ronnie Hillman,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Cyrus Gray,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Vick Ballard,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Alfred Morris,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Daniel Herron,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Bryce Brown,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Daryl Richardson,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Cory Harkey,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Joe Banyard,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Derrick Coleman,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Jonas Gray,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Lance Dunbar,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Travaris Cadet*,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Brandon Bolden,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Bobby Rainey Jr.,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Jonathan Grimes,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Jamize Olawale,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Fozzy Whittaker,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Montee Ball,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Chris Thompson*,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Mike James*,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Rex Burkhead*,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Tommy Bohanon,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Stepfan Taylor,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Theo Riddick,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Zac Stacy,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Kyle Juszczyk,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Joseph Randle,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Spencer Ware*,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Kerwynn Williams,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
C.J. Anderson,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Benny Cunningham,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Kendall Gaskins,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Steven Miller,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Zach Line,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
George Winn*,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Khiry Robinson,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Charles Sims,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Dri Archer,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Carlos Hyde,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Jerick McKinnon,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Terrance West,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Tre Mason,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Bishop Sankey*,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Jeremy Hill*,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Tyler Gaffney*,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Storm Johnson,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Lache Seastrunk,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Andre Williams*,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
James White*,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Ka'Deem Carey,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Devonta Freeman,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Lorenzo Taliaferro,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Marion Grice,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Isaiah Crowell,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Alfred Blue,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Damien Williams*,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Juwan Thompson,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
Kapri Bibbs,** BYE **,--/--,--,--,--,--,--,--,--,--,--,--
